gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SAE-1 TPM,SAE-2 TPM,SAE-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SAE-1 Normalised Read Counts,SAE-2 Normalised Read Counts,SAE-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
AKAP17A,7.95,8.36,7.69,7.88,8.68,8.41,332.3595859,353.7691939,327.666771,356.0773084,383.9043049,380.6304659,1.10535987,Up,1
ASMT,0,0,0.14,0.04,0,0.09,0,0,0.494218358,0.460643348,0,1.089071433,3.013467116,Up,1
ASMTL,6.57,6.91,6.27,4.92,4.97,4.7,166.179793,170.3333156,158.6440928,125.7556341,125.5372286,119.7978577,1.334302221,Down,0.999999993
ASMTL-AS1,1.59,1.73,2.9,2.76,3.45,3.05,11.14620563,12.1666654,18.78029759,22.57152407,27.60777227,23.41503581,1.747834614,Up,1
CD99,564.13,574.48,576.34,422.86,413.08,410.1,8191.447844,8408.101688,8337.95791,6590.88503,6512.308847,6411.908063,1.277856461,Down,0
CD99P1,2.4,2.13,2.29,1.63,2.34,2.1,49.1446339,33.69230418,35.08950338,33.16632109,41.67210908,35.9393573,1.064514004,Down,1
CRLF2,0,0.04,0,0.02,0.08,0,0,0.467948669,0,0.460643348,1.041802727,0,3.077518167,Up,1
CSF2RA,0.17,0.26,0.05,0.14,0,0.09,2.026582841,1.403846008,1.482655073,1.381930045,0,2.178142867,1.376875635,Down,1
DHRSX,10.68,8.35,9.94,8.13,8.54,6.52,231.0304439,212.6733112,227.8346628,177.9373126,190.1289977,202.5672866,1.176820147,Down,1
DHRSX-IT1,0,0,0.15,0,0.14,0.15,0,0,0.988436715,0,1.041802727,1.089071433,2.121755951,Up,1
GTPBP6,9.51,9.11,9.14,7.92,8.01,7.23,242.1766495,234.4422833,231.2941913,214.6598004,219.299474,197.1219294,1.121740701,Down,1
IL3RA,0.02,0.1,0,0.06,0.03,0.07,0.50664571,2.339743346,0,0.460643348,0.520901364,0.544535717,1.848483538,Down,1
IL9R,0,0,0,0,0,0.02,0,0,0,0,0,0.544535717,19.15119055,Up,1
LINC00106,0,2.07,1.38,0.94,1.39,1.67,0,5.147435361,3.459528503,2.763860091,4.167210908,4.90082145,1.373386833,Up,1
LINC00685,0.59,0.67,1.01,0.24,0.66,0.42,2.026582841,2.339743346,3.459528503,0.921286697,2.604506818,1.63360715,1.513826971,Down,1
OR10A6,0,0,0.04,0.15,0.17,0.36,0,0,0.494218358,1.842573394,2.083605454,4.356285733,15.85687426,Up,1
PLCXD1,1.37,0.81,0.68,0.81,1.1,0.52,39.5183654,34.62820152,46.45652561,35.46953783,32.8167859,23.41503581,1.315069275,Down,1
PPP2R3B,2.74,2.5,2.44,2.37,3.43,2.27,60.79748523,58.96153232,62.27151305,65.41135548,68.75897999,67.52242886,1.107998333,Up,1
RP13-297E16.4,0,0,0.27,0.26,0.41,0.95,0,0,0.988436715,0.921286697,1.562704091,3.2672143,5.676548186,Up,1
RP13-297E16.5,0,0,0,0.08,0,0,0,0,0,0.460643348,0,0,16.35477828,Up,1
RP13-465B17.4,0.24,0.11,0,0.19,0.32,0,1.013291421,0.467948669,0,0.921286697,1.562704091,0,1.663528386,Up,1
RP13-465B17.5,0,0,0,0.09,0,0,0,0,0,0.460643348,0,0,16.35477828,Up,1
SHOX,1.3,1.07,0.99,0.95,0.81,1.03,41.54494824,39.77563688,39.5374686,31.78439104,30.73318045,37.57296445,1.207425156,Down,1
SLC25A6,72.49,68.38,70.17,58.61,61.48,58.35,2002.770493,1897.063905,1924.486284,1702.998459,1812.736745,1712.020293,1.114114319,Down,8.6097E-05
SNORA22,0,0,0,0,0,5.61,0,0,0,0,0,1.089071433,37.30238111,Up,1
SPRY3,0.49,0.5,0.5,0.31,0.39,0.44,63.83735949,65.98076236,65.23682319,42.37918806,54.69464317,60.98800026,1.233997628,Down,1
VAMP7,7.07,7.77,6.9,6.56,6.85,6.98,250.2829809,261.1153574,243.6496503,241.8377579,259.9297804,255.3872511,1.002790177,Up,1
WASH6P,3.76,5.46,4.66,4.51,3.88,4.92,76.61496431,110.0147321,93.98056286,90.93099699,83.42756238,87.88806466,1.070016287,Down,0.939719208
ZBED1,11.31,12.53,12.36,13.61,14.32,14.49,714.8770972,762.5317154,761.0962706,884.3062489,861.0499539,864.1781823,1.165746476,Up,0.999999356
TSPAN6,59.83,57.12,64.97,36.36,33.9,33.14,1797.57898,1737.961357,1948.208765,1169.112818,1084.516639,1036.796004,1.666571442,Down,0
TNMD,0.12,0.11,0,0.1,0,0,2.026582841,1.871794677,0,1.842573394,0,0,2.097849692,Down,1
DPM1,65.63,64.6,70.61,73.43,61.39,66.06,855.2179589,846.9870912,914.3039614,1030.919814,869.9052771,930.067004,1.081933838,Up,0.845779342
SCYL3,3.99,4.42,4.89,5.41,5.31,5.57,209.7513241,233.9743346,239.201685,269.9370022,270.868709,287.5148584,1.212887711,Up,0.999999999
C1orf112,3.93,3.18,3.53,2.87,2.88,3.05,122.6082619,111.3717833,114.6586589,82.91580272,118.7655109,105.639929,1.134430761,Down,0.839309295
FGR,0.08,0.07,0,0.06,0.07,0.03,1.013291421,0.935897338,0,0.921286697,1.041802727,1.089071433,1.557284945,Up,1
CFH,339.3,347.41,363.38,393.51,380.02,389.23,17704.1365,17886.65467,18681.12773,21365.59664,20604.2326,21276.73118,1.165364276,Up,0
FUCA2,97.87,95.31,99.14,70.55,70.7,72.14,3059.126799,2960.243281,3102.702848,2347.438504,2362.808585,2375.264796,1.287424883,Down,0
GCLC,68.64,64.66,61.32,78.53,74.75,70.95,2275.852531,2419.29462,2319.86097,2409.164712,2510.744572,2416.64951,1.045837338,Up,0.786469875
NFYA,12.79,14.62,12.7,14.45,14.14,13.97,671.8122118,744.038384,675.1022764,816.2600135,806.3553108,793.9330748,1.155714105,Up,0.99999995
STPG1,5.74,7.17,5.21,5.28,5.99,4.91,172.2595415,171.2692129,178.9070454,165.8316054,183.35728,161.1825721,1.023636967,Down,1
NIPAL3,28.69,26.22,28.5,28.95,27.03,27.49,1889.788499,1779.14084,1889.890999,2049.862901,1841.907221,1945.08158,1.050015983,Up,0.893523361
LAS1L,15.29,15.16,14.88,14.21,16.2,14.66,456.9944307,458.5896958,454.6808889,488.2819494,517.7759554,471.5679306,1.07834869,Up,1
ENPP4,8.46,8.15,8.5,8.09,8.99,7.67,558.3235727,540.0127642,556.4898706,562.9061718,631.3324526,536.9122166,1.046121611,Up,0.915789183
SEMA3F,4.01,3.5,2.91,0.73,1.81,1.1,117.5418048,113.2435779,117.6239691,26.71731421,43.75571454,27.22678583,3.565333193,Down,0
ANKIB1,74.64,66.77,76.41,88.19,69.1,86.29,4590.210135,4598.063623,4618.964769,5387.684604,5398.621732,5407.239666,1.172829801,Up,0
CYP51A1,77.7,75.23,77.32,196.15,175.93,202.06,3183.710979,2972.335075,3133.324618,8358.502538,7574.468399,8596.803173,2.640622897,Up,0
KRIT1,32.98,34.34,32.32,30.48,31.71,32.84,1171.364882,1159.932443,1178.849164,1132.399544,1215.42957,1178.375291,1.004574674,Up,1
RAD52,14.12,9.36,7.3,6.93,9.62,7.07,205.0597848,172.9819051,182.0799273,151.5332359,155.0202458,160.0935007,1.200298361,Down,1
MYH16,0,0,0,0.07,0.03,0.08,0,0,0,1.842573394,3.125408181,2.178142867,239.2041481,Up,1
BAD,36.46,36.57,32.8,29.14,27.53,24.84,380.9975741,376.23073,353.860344,327.9780641,313.5826208,288.6039298,1.194501269,Down,0.999999999
LAP3,79.78,83.95,88.85,191.57,176.77,201.89,1977.944853,2059.910042,2178.51452,5020.091211,4717.282748,5338.628166,2.42520326,Up,0
HS3ST1,0.08,0.06,0.04,0.01,0.02,0.02,9.119622785,7.487178707,4.942183575,0.921286697,2.083605454,2.178142867,4.139428374,Down,0.999999999
AOC1,0.18,0,0,0,0,0,2.026582841,0,0,0,0,0,68.55276137,Down,1
WNT16,0.59,0.18,0.46,0.36,0.31,0.4,18.23924557,4.679486692,19.7687343,16.58316054,10.41802727,10.89071433,1.126458963,Down,0.721074897
HECW1,5.79,7.26,8.5,5.1,4.12,4.17,437.7418937,436.1281597,448.7502686,353.7740916,266.7014981,294.049287,1.446223027,Down,5.56308E-08
MAD1L1,21.99,22.43,19.52,14.73,16.11,12.8,388.0906141,437.064057,407.2359266,346.403798,378.1743899,336.5230729,1.161421441,Down,1
LASP1,254.18,240.41,249.62,238.27,234.95,236.15,14218.50521,13758.62677,13960.68016,14000.79393,13892.43937,13845.36513,1.004772886,Down,0.98841889
SNX11,16.07,15.16,17.78,16.24,17.47,17.47,459.0210135,415.5384182,477.4149334,490.1245228,475.0620435,511.8635736,1.092511369,Up,1
TMEM176A,0.2,0.23,0.1,0.93,1.43,0.72,1.013291421,0.935897338,1.97687343,10.13415367,15.62704091,9.801642899,8.997036895,Up,0.999994609
M6PR,104.63,104.79,105.24,123.72,108.89,107.01,3038.86097,3254.115046,3137.298133,3865.71898,3694.23247,3639.67673,1.187624281,Up,2.83396E-12
KLHL13,1.21,0.99,1.12,0.27,0.31,0.35,46.61140535,44.92307224,49.42183575,12.58477628,12.50163272,11.97978577,3.800559982,Down,0.006161761
CYP26B1,0.02,0,0,0.3,0.02,0.02,1.013291421,0,0,2.763860091,1.041802727,1.089071433,4.7203822,Up,1
ICA1,1.31,3.33,2.62,1.44,1.29,1.72,36.47849114,46.79486692,43.49121546,27.63860091,20.83605454,30.49400013,1.605021916,Down,0.999999999
DBNDD1,0.4,0.4,0.54,0.06,0.28,0.18,11.14620563,11.23076806,14.82655073,1.842573394,8.334421817,5.445357166,2.378781382,Down,1
ALS2,19.59,18,22.19,20.3,23.67,21.36,1348.690881,1290.60243,1356.135173,1545.919077,1635.630282,1522.521864,1.177362058,Up,2.46042E-10
CASP10,1.6,2.09,2.04,2.75,2.58,2.64,91.19622785,110.4358859,97.85523479,126.2162775,133.3507491,138.312072,1.328501005,Up,0.999999999
CFLAR,40.09,38.32,37.16,64.5,61.39,57.79,1831.625572,1820.002118,1710.163551,2576.663847,2673.661683,2676.861348,1.478456017,Up,0
TFPI,87.89,85.93,96.19,84.08,80.75,80.37,2407.580415,2431.461285,2597.611687,2420.220153,2361.766782,2493.973582,1.02208536,Down,0.957658638
NDUFAF7,13,13.35,12.24,9.27,12.33,11.55,255.349438,250.8204867,279.7275904,240.4558279,255.2416681,261.377144,1.03806987,Down,1
RBM5,65.48,70.83,71.29,59.86,58.33,73.8,1957.679024,2173.15362,2009.75872,1714.256583,1852.325249,1960.339471,1.11103229,Down,0.604222616
MTMR7,0,0,0,0,0,0.02,0,0,0,0,0,1.089071433,37.30238111,Up,1
SLC7A2,0.74,0.6,0.67,1.04,1.15,0.91,81.06331364,65.51281369,72.1558802,111.4756903,133.3507491,105.639929,1.602181167,Up,0.999993398
ARF5,93.9,101.58,91.77,63.71,63.29,66.39,978.4747273,961.5970793,901.2170593,736.375244,706.342249,729.6778603,1.307901725,Down,9.5982E-08
SARM1,5.9,5.03,4.95,2.72,3.21,2.26,284.7348892,284.1758678,264.723121,166.7528921,190.4311205,154.6481435,1.628688247,Down,1.63757E-05
POLDIP2,61.76,57.33,62.36,54,49.61,52.25,1698.276421,1614.422909,1728.775815,1614.094293,1476.234464,1566.084721,1.082694371,Down,0.327856298
PLXND1,111.68,116.39,104.31,97.61,95.19,92.3,4884.064647,4657.961053,4761.299656,4363.213797,4252.638732,4263.714661,1.110543687,Down,1.60441E-11
AK2,87.14,79.37,78.36,78.54,80.85,95.51,1339.550992,1335.459989,1359.950539,1496.21566,1534.98172,1593.224381,1.146087108,Up,0.999895329
CD38,0,0,0,0.29,0.61,0.64,0,0,0,9.212866969,4.167210908,6.5344286,664.8168826,Up,0.999998887
FKBP4,16.81,16.54,16.85,17.68,17.95,21.35,718.4236172,677.589673,690.9172638,896.4119561,868.8634744,927.8888611,1.290486438,Up,3.58386E-05
KDM1A,35.77,37.96,38.39,37.84,38.8,37.53,1453.059897,1512.410099,1572.602814,1639.890321,1664.800758,1592.222435,1.079072846,Up,0.312159211
RBM6,55.19,65.55,62.39,51.35,57.43,57.72,2238.360748,2639.230494,2480.709277,2133.95795,2320.094673,2375.253905,1.07745906,Down,0.966910539
CAMKK1,3.21,3.73,3.42,3.97,3.8,3.87,158.0734616,183.4358783,163.092058,203.60436,197.9425181,196.032858,1.184250006,Up,1
RECQL,83.43,76.85,86.85,111.24,110.28,111.76,3426.951584,3351.448369,3410.106667,4747.832567,4892.305606,4809.796859,1.418257162,Up,0
VPS50,19.19,21.96,21.19,17.69,17.08,14.51,852.1780847,859.1537566,930.1189488,772.038252,764.6832017,705.7182887,1.177933749,Down,0.00012811
HSPB6,112.91,121,111.6,49.62,51.8,47.92,2104.60628,2268.615148,2067.809608,986.6980524,1039.719122,956.2047184,2.159508139,Down,0
ARHGAP33,0.54,0.79,1.41,0.59,0.1,1.04,24.31899409,20.58974144,20.75717102,11.97672706,6.250816362,14.15792863,2.026683629,Down,0.999999999
NDUFAB1,65.86,65,60.38,79.72,73.92,69.9,505.6324189,503.512768,461.5999459,667.0115686,626.123439,578.2969311,1.272432404,Up,1.77992E-06
PDK4,21.51,24.24,25.7,1.92,2.03,1.58,1046.730037,1133.371677,1224.67309,101.3415367,85.42782362,83.85850036,12.57973737,Down,0
SLC22A16,0,0,0.12,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
ZMYND10,0.3,0.05,0.14,0,0.16,0.15,3.039874262,1.871794677,1.97687343,0,2.083605454,2.178142867,1.612056871,Down,1
ABCB5,7.87,7.82,7.19,1.88,2.01,1.84,281.6950149,287.3204829,252.0513623,66.33264218,75.00979635,64.25521456,3.993124698,Down,0
SLC25A13,22.68,22.32,21.77,20.8,19.6,21.39,870.4173302,895.6537528,868.8358725,855.8753414,852.1946307,899.5730039,1.010455291,Down,1
ST7,21.96,23.66,22.57,23.6,22.33,23.49,678.9052518,656.0640342,603.4208458,685.6031341,687.5897999,713.3417888,1.076425429,Up,1
CDC27,88.88,98.75,96.06,106.67,110.23,108.3,4473.620824,4346.307239,4511.225167,5371.783195,5337.072027,5109.923165,1.186601978,Up,0
CALCR,0.02,0.05,0.02,0,0.02,0.02,1.013291421,0.935897338,0.988436715,0,1.041802727,1.089071433,1.373344884,Down,1
HCCS,24.02,24.84,24.18,31.83,29.03,32.06,506.6457103,531.5896882,493.2299208,705.7056098,670.9209562,717.6980745,1.367522717,Up,1.86959E-07
DVL2,20.86,20.99,21.2,20.68,20.87,19.36,630.2672636,638.2819848,633.5879343,616.3408002,570.9078944,576.1187882,1.078694509,Down,1
UPF1,35.11,35.15,34.57,34.34,35.25,35.23,2435.952575,2518.499738,2517.548313,2422.984013,2362.808585,2423.183939,1.036485483,Down,1
SKAP2,44.75,53.1,45.69,42.44,39.74,39.01,2234.307582,2121.679266,2113.277697,1920.882763,1893.997358,1814.393008,1.149217656,Down,6.62693E-09
SLC25A5,101.7,94.4,100.28,118.52,114.07,117.67,1577.694742,1463.743437,1500.446933,1876.661002,1835.656405,1867.757508,1.228579746,Up,9.88998E-12
CCDC109B,15.55,15.26,17.42,16.01,14.63,16.01,468.1406363,463.2691825,469.5074396,508.5502567,464.6440163,487.9040021,1.042957375,Up,1
HOXA11,20.73,19.73,19.99,11.51,9.56,10.69,644.4533435,615.8204487,616.7845102,378.6488324,316.708029,353.9482158,1.788835943,Down,0
POLR2J,31.28,34.98,30.19,27.35,28.32,27.26,338.1150812,379.4502169,325.6602445,318.5809398,334.3665853,319.1197114,1.073200811,Down,1
DHX33,10.02,8.84,9.34,7.69,7.62,8.11,635.3337207,644.8332661,644.4607382,603.4427865,576.1169081,637.1067885,1.059427231,Down,1
MEOX1,0,0,0,0.3,0.31,0.22,0,0,0,11.97672706,12.50163272,7.623500033,1071.061994,Up,0.996825729
THSD7A,2.42,2.03,3.39,0.94,0.83,1.03,274.601975,299.4871483,298.5078879,84.75837612,67.71717726,82.76942893,3.70896643,Down,0
LIG3,21.26,19.26,21.18,17.92,20.15,15.58,833.9388391,873.1922167,827.3215305,725.9739172,732.3873171,763.4390747,1.140718342,Down,0.999999983
RPAP3,27.72,33.44,30.4,31.29,31.84,29.19,867.377456,879.7434981,857.9630686,990.3831992,1017.841264,950.7593612,1.135848105,Up,0.999999967
ACSM3,0,0.5,0.4,0.95,0.51,0.19,0,7.487178707,8.895930435,5.527720181,6.250816362,2.178142867,1.173481472,Down,0.615893141
AC004381.6,2.94,2.71,4.42,2.56,2.23,3.5,68.9038166,70.19230038,76.10962706,69.09650227,61.4663609,51.18635736,1.184050319,Down,1
CIAPIN1,30.84,26.45,26.26,25.19,29.19,29.46,675.8653775,619.564038,597.0157759,637.5303943,668.7956787,732.9450746,1.077584085,Up,0.838039169
SPPL2B,20.85,24.08,23.76,16.88,16.98,16.05,712.3438686,715.0255665,685.9750802,574.8828989,512.5669417,504.2400736,1.327730147,Down,0.000506876
FAM214B,25.72,24.97,26.86,33.82,32.92,32.74,1029.504083,960.2306692,1026.985747,1361.661738,1375.1796,1413.61472,1.375813498,Up,0
COPZ2,285.67,264.2,286.75,246.08,252.85,244.02,2489.65702,2437.076669,2510.629256,2391.660265,2428.442157,2410.115082,1.028649841,Down,1
PRKAR2B,3.12,2.7,2.05,1.5,1.43,1.44,164.1532101,142.2563954,106.7511652,82.91580272,80.21880998,80.59128606,1.695100602,Down,0.001394764
MSL3,26.49,23.16,31.3,32.23,34.67,29.36,680.9318346,654.9877523,720.5703653,837.4496075,926.1626244,925.7107183,1.30772033,Up,1.23213E-10
CREBBP,26.5,25.03,22.43,22.8,23.77,24.55,2127.911983,2023.410046,2060.890551,1925.489197,1886.704739,1914.58758,1.084764631,Down,0.999999996
BZRAP1,0.51,0.05,0.04,0,0,0.01,5.066457103,3.743589354,2.965310145,0,0,1.089071433,10.54924311,Down,0.999999999
MPO,0,0.06,0,0.02,0,0,0,2.807692015,0,0.921286697,0,0,2.983003993,Down,0.417633509
PON1,0,0,0,0.02,0.15,0,0,0,0,0.921286697,2.083605454,0,101.1630717,Up,1
GCFC2,14.11,14.22,14.31,10.37,14.13,11.26,446.8615165,425.833289,386.4787556,339.0335045,393.8014308,373.5515016,1.138091878,Down,0.313379537
WDR54,3.04,3.28,3.05,2.86,4,2.9,41.54494824,44.92307224,36.57215846,41.45790136,50.0065309,40.29564303,1.07085304,Up,1
CROT,15.54,14.01,16.75,12.18,14.1,12.9,588.7223153,561.538403,587.1314087,449.5879081,509.4415335,505.329145,1.186448831,Down,0.999999912
ABCB4,0,0.02,0.08,0.25,0.12,0,0,0.935897338,3.95374686,0.921286697,1.041802727,0,2.468350963,Down,0.434842194
KMT2E,36.34,40.15,38.37,31.68,30.6,31.57,2398.460792,2520.371532,2404.866528,2279.263288,2299.258619,2329.523796,1.060169165,Down,1
RHBDD2,37.88,37.67,40.08,27.42,25.63,29.31,814.6863021,749.653768,802.6106126,598.836353,555.2808535,608.7909312,1.342634,Down,1.7748E-07
SOX8,0,0,0,0.23,0.1,0.15,0,0,0,11.05544036,6.250816362,6.5344286,795.6895108,Up,0.999984586
IBTK,41.08,40.78,41.42,49.3,47.92,48.97,3290.157243,3321.499654,3314.228305,4162.373297,4154.709276,4104.710232,1.25145365,Up,0
ZNF195,13.53,11.57,13.43,14.09,16.36,13.99,379.9842827,338.7948365,386.4787556,443.1389012,436.5153426,422.5597161,1.178194378,Up,0.999999998
MYCBP2,37.57,40.97,38.41,31.49,32.55,33.87,4444.296171,4227.448277,4219.636336,4237.918806,4095.32652,4007.782874,1.044595251,Down,0.832956165
FBXL3,42.66,40.27,40.93,43.9,44,42.18,1971.865104,1841.845962,1965.012189,2163.181164,2183.618516,2102.996938,1.116127707,Up,6.61096E-06
ITGAL,0.4,0,0,0.01,0,0.26,2.026582841,0,0,0.921286697,0,1.089071433,1.007951894,Down,1
PDK2,35.2,31.25,29.43,29,22.27,24.73,690.0514574,604.5896806,570.3279846,517.7631237,508.3997308,480.2805021,1.237990114,Down,0.009670079
ITGA3,67.51,63.35,72.98,92,98.02,103.59,3637.7162,3421.640669,3644.366168,5536.011762,5502.802004,5515.057738,1.546551144,Up,0
ZFX,17.32,16.48,18.43,17.51,18.37,18.96,1233.763368,1213.858848,1195.168254,1285.89512,1277.843971,1345.656663,1.073186501,Up,1
LAMP2,446.25,445.06,469.84,340.49,337.18,332.97,15512.47836,15609.83171,15973.13731,12956.97611,12577.68432,12788.95495,1.228888247,Down,0
ITGA2B,0.02,0,0,0.4,0.02,0.07,1.013291421,0,0,1.842573394,1.041802727,1.089071433,3.837324333,Up,1
ASB4,0,0.05,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
GDE1,157.78,155.6,162.35,105.15,101.08,107.83,4047.085934,4118.884186,4077.301449,2830.192733,2827.452601,2838.120155,1.441101258,Down,0
C19orf60,17.9,16.55,13.94,10.21,12.71,11.28,182.3924557,171.2692129,155.1845643,115.1608371,117.7237082,121.9760005,1.433896278,Down,0.99999898
CRLF1,60.56,61.86,65.53,76.96,78.06,71.11,891.6964501,905.9486235,873.7780561,1165.427672,1199.114939,1167.484576,1.32214829,Up,2.69784E-14
OSBPL7,3.02,2.22,3.56,1.35,0.58,1.07,109.4354734,89.84614448,121.5777159,33.16632109,31.25408181,26.1377144,3.542289468,Down,0
TMEM98,97.11,98.72,99.71,74.52,71.94,74.32,1963.758773,1970.999795,1933.37233,1476.822575,1475.192662,1549.74865,1.30351612,Down,0
MAP3K14,6.2,6.94,7.2,5.24,4.8,5.15,349.5855401,387.4614981,409.2128,327.0567774,308.3736072,304.9400013,1.218938077,Down,0.022067741
TMEM132A,3.89,3.95,4.37,3.75,4.34,3.07,172.2595415,156.2948555,166.0573681,165.8316054,167.7302391,133.9557863,1.057949463,Down,1
AP2B1,158.84,151.9,150.57,131.3,136.42,136.89,10183.57878,9857.806665,9702.494795,8644.423864,8781.344768,8624.345789,1.141794447,Down,0
TAC1,2.63,1.39,2.48,3.37,3.88,2.17,34.4519083,21.52563878,32.6184116,47.90690824,55.21554453,34.85028586,1.557136766,Up,0.073424417
ZNF263,18.12,18.55,16.95,19.41,16.72,18.9,559.3368641,554.9871217,566.3742377,605.2853599,593.8275544,596.8111454,1.06855709,Up,1
CX3CL1,3.81,3.49,3.88,12.92,11.51,11.94,176.3127072,154.4230608,161.1151845,631.0813874,567.7824863,573.9406453,3.604194287,Up,0
SPATA20,60.51,59.9,61.19,35.27,34.17,34.46,2011.38347,2004.692099,2028.272139,1220.704873,1188.696912,1180.553434,1.683677603,Down,0
CACNA1G,0.89,0.84,0.95,0.77,0.57,0.33,81.06331364,87.97434981,89.94774107,60.804922,59.38275544,29.4049287,1.731124803,Down,0.000750772
TNFRSF12A,163.74,146.31,166.45,250.37,245,248.24,1835.070763,1693.038285,1839.480727,2981.283751,2933.716479,2960.096156,1.653456608,Up,0
DLX6,4.81,3.16,3.93,1.77,1.94,1.82,93.22281069,86.10255513,99.83210822,49.74948163,48.96472817,51.18635736,1.862111772,Down,0.999526104
MAP3K9,0.01,0.02,0.03,0.01,0,0.02,1.013291421,2.807692015,2.965310145,1.842573394,0,3.2672143,1.326181933,Down,1
RALA,67.43,66.45,63.59,114.82,116.92,114.09,2649.757065,2583.076654,2489.872085,4724.358182,4722.491762,4671.027377,1.828096633,Up,0
BAIAP2L1,22.93,25.46,26.15,16.43,17.56,12.36,930.2015241,927.4742623,884.6508599,569.3551787,618.8308199,508.5963593,1.616181444,Down,0
KDM7A,3.42,4.17,4.83,3.86,3.96,4.73,460.0343049,558.730711,500.1489778,545.4017246,565.6988808,549.9810738,1.093596397,Up,0.738625811
ETV1,38.71,36.98,33.25,27.81,25.69,27.93,1755.02074,1687.422901,1692.203656,1170.955392,1207.449361,1123.921719,1.466063589,Down,0
AGK,16.25,14.89,14.7,15.73,16.33,13.69,483.3400076,422.0896996,452.7040155,454.1943416,464.6440163,433.4504304,1.004322157,Down,1
ALDH3B1,18.47,18.75,18.13,15.27,13.43,12.76,648.5065092,685.0768517,601.9579594,530.6611374,517.7759554,461.7662877,1.281637226,Down,9.05657E-06
PHTF2,29.2,35.23,31.55,33.54,33.09,35.76,1782.379609,1796.92289,1783.139834,2095.927235,2067.978413,2091.017152,1.166430783,Up,0.003958279
CCL26,0,0.57,0,1.03,0.38,1.01,0,2.807692015,0,5.527720181,2.083605454,5.445357166,4.611734724,Up,1
FARP2,27.15,24.35,28.93,25.62,26.35,23.02,1315.252264,1286.85884,1266.187432,1182.932119,1187.655109,1076.002576,1.122354294,Down,0.002628293
GGCT,43.26,44.74,46.47,61.6,64.05,62.01,596.7273176,626.0310886,636.7509318,892.6346806,950.071997,914.7219875,1.482871918,Up,0
DBF4,8.33,6.49,8.1,9.63,10.14,8.81,157.0601702,127.1884483,165.059047,235.7572657,234.4056136,206.8691187,1.506800008,Up,3.24294E-08
TBXA2R,0.55,0.31,0.7,0.4,0.64,0.34,16.21266273,9.358973384,16.80342416,11.97672706,15.62704091,8.712571466,1.166694114,Down,1
IFRD1,32.71,35.37,38.66,47.62,49.11,50.36,909.9356957,990.179384,1024.020437,1454.711694,1503.321335,1560.639364,1.545296382,Up,0
COX10,9.96,10.03,9.91,11.3,9.66,8.82,255.349438,273.2820228,224.3751343,285.598876,273.9941172,257.0208582,1.084467683,Up,0.942362197
GTF2IRD1,10.45,11.29,7.91,6.16,8.13,7.39,223.9374039,288.2563802,249.0860522,271.7795756,269.8269063,275.5350726,1.0733758,Up,0.881503097
PAF1,39.48,35.43,42.17,33.36,35.29,33.58,1050.783203,976.1409239,1036.870114,974.7213253,1017.841264,973.6298613,1.032904407,Down,1
VPS41,134.28,123,129.51,87.53,89.7,84.76,4755.376637,4557.820038,4625.883826,3140.66635,3400.444101,3200.780942,1.430837916,Down,0
ARHGAP44,0.92,0.99,0.97,1.34,0.87,0.77,53.70444529,44.92307224,40.52590532,36.85146788,32.29588454,41.38471446,1.25887139,Down,1
ELAC2,39.58,44.53,42.3,40.07,41.96,41.93,1055.84966,1083.769118,1099.141627,1052.109408,1147.024803,1130.456148,1.028044406,Up,1
SCIN,13.36,15.21,14.5,4.76,4.85,4.77,525.8982473,591.4871179,550.5592503,198.0766398,183.8781813,191.0340201,2.910854749,Down,0
ARSD,19.76,18.97,21.09,11.91,11.12,11.51,1056.862952,1064.115274,1008.205449,663.3264218,640.7086771,694.8275744,1.565473583,Down,0
PNPLA4,7.65,6.67,8.74,5.06,4.85,6,111.4620563,129.1538327,131.4620831,71.86036236,79.17700726,87.12571466,1.562211486,Down,0.999995239
MYH13,0,0,0,0.01,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
ADIPOR2,33.99,33.9,34.94,39.57,40.87,39.59,1878.642294,1921.397236,1905.705987,2235.041527,2338.847122,2294.67351,1.203796423,Up,2.8088E-11
CDKL3,3.43,4.25,3.74,2.64,4.1,4.67,37.54244713,49.87396916,40.2590274,40.91434221,41.23455194,40.62236446,1.039935951,Down,1
UPP2,0,0,0.08,0,0,0,0,0,0.988436715,0,0,0,33.9478905,Down,1
MARK4,19.97,23.83,22.85,20.63,18.11,20.86,711.3305772,714.0896692,697.8363208,674.3818621,690.715208,678.4915029,1.038983788,Down,1
PROM1,0.28,0.11,0.02,0,0,0,3.039874262,0.935897338,0.988436715,0,0,0,166.4736105,Down,1
CCDC124,60.74,56.74,57.86,50.35,51.79,45.44,638.3735949,598.0383992,615.7960735,567.5126053,591.743949,527.1105737,1.098340383,Down,1
PAFAH1B1,122.85,126.02,125.79,146.05,150.41,147.58,7247.06024,7166.16592,7184.946482,6231.583218,6431.048234,6352.55367,1.135837933,Down,0
