gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SAE-1 TPM,SAE-2 TPM,SAE-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SAE-1 Normalised Read Counts,SAE-2 Normalised Read Counts,SAE-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
VKORC1L1,29.25,30.89,31.36,40.64,39.35,37.13,2060.143053,2083.62568,2105.587659,2690.774417,2759.568736,2674.378265,1.300087866,Up,0
ZNF418,1.73,4.94,3.25,3.21,2.44,3.06,70.93039944,78.61537642,80.06337392,74.62422245,85.42782362,90.39292896,1.090732897,Up,1
DAPK1,12.99,12.75,13.02,5.08,4.87,5.7,947.4274782,947.1281064,901.4542841,410.8938668,384.4252063,400.7782874,2.337577052,Down,0
HLA-DQA1,0.05,0,0.13,0.11,0,0.4,1.013291421,0,0.988436715,0.921286697,0,5.445357166,3.148375883,Up,0.363822379
COL27A1,8.47,8.08,6.61,4.63,4.82,6.29,677.8919603,725.3204372,628.6457508,483.6755159,478.1874517,522.754288,1.368599942,Down,1.10141E-10
LINC01560,1.18,1.99,1.74,1.57,1.63,1.97,18.23924557,30.88461217,26.68779131,25.79602751,27.0868709,32.672143,1.128470207,Up,1
GM2A,51.05,48.88,52.7,32.72,33.25,32.2,2724.74063,2628.935623,2833.848062,1883.110008,1852.325249,1800.235079,1.479045797,Down,0
HIST1H2AI,1.12,0.2,0.88,0.91,0.61,0.5,5.066457103,0.935897338,3.95374686,4.606433485,3.125408181,2.515755011,1.029190108,Up,1
S100A2,5.41,6.7,8.48,7.77,5.41,7.4,28.37215978,38.37179087,57.32932947,48.82819494,37.50489817,50.09728593,1.09957109,Up,0.803636531
SNHG17,5.55,5.95,7.45,9.17,7.74,7.69,56.74431955,59.89742966,69.39814176,97.80379574,84.38602089,94.74921469,1.48852149,Up,0.999999988
ZNF700,3.9,3.51,4.36,5.23,5.07,5.39,160.1000444,142.2563954,171.9879884,224.3056721,217.73677,228.3020446,1.413175851,Up,0.999978237
CD47,68.79,63.94,68.08,96.39,95.62,93.33,2768.312161,2734.692023,2846.697739,3496.283015,3413.987537,3427.3078,1.238076677,Up,0
TLE1,9.54,11.61,9.5,7.27,4.18,5.51,317.1602146,282.6409962,273.7969701,208.2107935,163.6567904,200.3891437,1.526556774,Down,1.16793E-08
MAML3,2.7,2.91,2.44,1.89,2.11,1.57,266.4956436,287.3204829,238.2132483,196.2340664,220.8621781,163.360715,1.364474019,Down,0.003761753
HIST1H2AG,1.2,1.59,1.64,1.06,1.31,1.14,36.53928862,48.70409749,49.46137322,34.25343939,42.71391181,37.02842873,1.181616643,Down,1
STRN3,33.4,35.88,33.49,33.67,32.11,37.4,1659.771347,1715.499821,1671.446485,1667.528921,1610.627016,1689.149793,1.015986824,Down,1
ZNF239,7.11,6.99,6.2,5.15,5.88,5.17,174.2861243,177.8204943,163.092058,152.012305,169.8138445,152.4700007,1.086232915,Down,1
CTB-134H23.2,0.13,0,0,0,0,0.13,2.249506954,0,0,0,0,2.43952001,1.083357086,Up,0.460921317
CTBP1-AS2,6.13,7.02,6.34,6.55,4.89,6.73,261.4291865,277.9615095,276.7622802,327.0567774,308.3736072,310.3853585,1.158864826,Up,1
ZSCAN16,1.27,0.83,1.25,0.77,1.21,0.73,21.27911983,14.03846008,20.75717102,13.81930045,21.87785727,13.0688572,1.149781412,Down,1
MVB12B,5.15,3.76,3.8,2.87,4.66,2.33,212.7911983,216.1922852,216.4676406,140.9568646,154.1868036,124.1541434,1.539323427,Down,0.976292604
C6orf106,47.74,49.86,54.98,55.99,51.69,57.31,2786.551407,2867.589445,2839.778682,3110.263889,2978.513997,3232.364014,1.097389602,Up,0.001747318
CTD-2192J16.17,0,0.61,0.39,0.92,0,0.82,0,39.33576513,24.47369306,61.8644017,0,55.52086167,1.839227128,Up,0.939949417
ADA,9.19,9.49,9.46,9.93,9.22,8.9,172.2595415,187.1794677,181.8723556,201.7617866,197.9425181,172.0732865,1.05627914,Up,1
ARID5A,2.74,2.27,2.83,3.33,3.22,2.95,77.01014796,67.38460836,77.09806377,100.42025,94.80404816,87.12571466,1.274722002,Up,1
PATE2,0,0.12,0,0,0,0,0,0.935897338,0,0,0,0,32.19657795,Down,1
PPTC7,12.56,12.52,12.56,10.05,10.33,10.63,893.7230329,893.7819581,886.6277334,752.6912314,781.3520453,801.5565749,1.144942861,Down,0.999999948
KRT39,0.09,0.11,0,0,0,0,2.026582841,0.935897338,0,0,0,0,99.74933932,Down,1
RGPD4,0.14,0.07,0.08,0.12,0.05,0,10.72062323,5.241025095,6.405069913,10.06045073,3.906760227,0,1.600084353,Down,0.55714567
NHLRC2,7.86,7.21,8.59,8.07,7.59,6.95,1216.962996,1163.320392,1206.881229,1225.311307,1115.770721,1182.731577,1.017977816,Down,0.984763242
HIST1H2AD,0.37,0,0.04,0.23,0,0,1.094354734,0,0.118612406,0.783093692,0,0,1.528688701,Down,1
ZFP28,5.35,5.9,6.19,6.29,5.98,5.98,287.7747634,314.4615057,329.1494261,346.403798,327.1260563,337.6121443,1.085629117,Up,1
KIAA1211L,1.06,1.67,0.67,0.34,0.75,0.63,30.39874262,37.43589354,30.64153817,19.34702064,20.83605454,9.801642899,1.969543728,Down,0.999999994
CBWD3,11.5,14.82,16.16,19.56,16.23,20.81,172.9181809,197.5398512,216.1315721,223.0435093,197.3174365,245.1390889,1.134517207,Up,0.706019613
SCN8A,7.03,7.36,7.36,6.89,7.52,7.77,736.6628627,637.3460874,670.1600928,821.7877336,742.8053444,784.1314319,1.148985231,Up,0.051159829
LAMB3,3.92,3.67,3.64,3.4,4.02,4.58,164.1532101,156.2948555,166.0573681,156.6187385,165.6466336,182.9640008,1.038484225,Up,1
HIST3H2BB,0,0,0,0.03,0,0,0,0,0,0.921286697,0,0,31.70955656,Up,1
KPNA5,7.1,6.75,6.86,9.31,8.28,7.84,398.2235283,395.8845741,370.6637681,523.2908438,468.8112272,490.082145,1.272503293,Up,0.999826937
ANKRD36B,2.5,1.62,2.23,2.03,2.91,2.26,130.856454,111.3998602,110.0327751,104.0040552,123.9745245,159.1786807,1.09896759,Up,0.866072474
ARHGEF12,81.55,79.83,80.81,62.32,61.86,62.6,9236.151298,8990.229832,9079.779664,7348.182695,7288.451879,7378.45896,1.240337841,Down,0
HCAR1,0.12,0.11,0.07,0.03,0.01,0.06,8.106331364,7.487178707,4.942183575,1.842573394,1.041802727,4.356285733,2.828586181,Down,1
ZNF252P,14.58,15.19,15.59,15.32,15.31,14.04,675.8653775,611.140962,635.5648078,639.3729677,621.9562281,609.8800026,1.027448094,Down,1
PDLIM7,188.52,188.2,187.67,163.75,168.26,170.18,3366.154099,3381.397084,3300.390191,3167.383664,3195.208964,3262.858014,1.043892949,Down,1
FLNA,860.39,844.01,831.8,1043.89,1025.87,1056.67,80750.20659,79778.69682,77812.70352,104109.9848,102206.0461,102162.5239,1.294270648,Up,0
TMEM26,3.6,3.14,3.06,1.1,1.46,1.39,217.8576554,219.9358745,217.4560773,83.83708942,94.80404816,76.23500033,2.570670179,Down,0
SRGAP1,7.68,9.68,7.63,11.27,9.71,10.65,996.0654664,988.3075893,988.436715,1341.393431,1337.674702,1322.13272,1.345928863,Up,0
FAM3C,303.76,305.48,307.8,264.01,260.77,250.22,10325.73343,10462.00327,10407.82347,8976.824104,9184.501588,9035.263332,1.147039275,Down,0
NOP9,10.33,9.46,9.32,9.76,10.29,9.98,893.601438,821.5868375,799.6453025,888.802128,917.6823502,879.8390295,1.06819055,Up,0.866924508
ZNF705A,0,0.18,0.02,0,0,0,0,0.814230684,0.988436715,0,0,0,61.08891331,Down,1
SLC39A10,13.27,16.33,13.53,11.97,8.35,11.64,982.8926779,950.8716958,1007.217013,610.8130801,568.824289,583.7422882,1.667798163,Down,0
SCOC-AS1,1.11,2.07,0.56,2.16,0.24,1.28,5.066457103,11.23076806,2.965310145,9.212866969,1.041802727,5.445357166,1.226478218,Down,0.629531536
CASP4,61.4,56.15,57.18,76.32,72.87,71.55,842.0451705,801.1281216,838.1943343,1140.552931,1188.696912,1183.820648,1.415774906,Up,0
AP2A1,56.81,51.92,55.24,49.03,45.08,48.84,2619.358322,2425.845901,2508.652383,2317.957329,2205.496373,2386.15551,1.093238934,Down,0.096948403
ZNF585A,7.11,8.75,6.13,8.9,8.8,8.36,335.8453084,348.0508612,337.1557635,351.9315182,362.7661276,355.9847794,1.048605788,Up,1
FUT11,68.42,67.06,72.11,64.57,63.2,62.67,1764.140363,1723.922897,1823.665739,1750.444724,1721.058105,1721.821936,1.022799181,Down,1
SMIM10L2B,0.22,0.68,0.67,0.61,0.42,0.47,8.106331364,25.26922814,24.71091788,23.95345412,16.66884363,18.51421437,1.018067763,Up,0.76116732
ANXA4,148.85,130.96,137.61,114.17,108.77,105.68,3230.373049,3217.615049,3108.633469,2688.314582,2662.84777,2535.358297,1.2117657,Down,0
LAGE3,19.59,18.47,21.01,10.79,12.52,10.9,177.3259986,145.9999848,157.1614377,100.42025,108.3474836,95.83828613,1.577349328,Down,0.999670208
RP11-88G17.6,0.02,0,0,0.02,0,0.02,1.013291421,0,0,0.921286697,0,1.089071433,1.955693385,Up,1
WDR5B,5.98,5.73,6.26,6.02,6.03,5.99,312.0937575,300.4230456,324.2072425,331.6632109,335.4604781,332.1667871,1.06679067,Up,1
NPIPB9,0.22,0.08,0.09,0.24,0.08,0,6.393868864,2.189999772,2.550166725,6.909650227,2.198203754,0,1.221734926,Down,0.581531112
WDR45,57.1,56.1,63.8,49.12,39.46,48.76,1010.251546,1057.563992,1085.303513,860.2514532,803.2299026,890.8604324,1.23441273,Down,6.0289E-11
METTL9,128.37,126.8,125.98,116.77,111.85,114.1,2737.913418,2672.922798,2745.877194,2373.234531,2389.895456,2426.451153,1.134518022,Down,0.170589017
ZNF138,4.95,4.91,6.1,4.23,3.87,4.39,126.6614276,131.9615247,123.5545894,96.73510318,106.2638782,104.5508576,1.24262872,Down,1
ZNF429,8.83,9.34,8.23,7.1,7.55,7.54,205.6981584,244.2692053,200.6526531,182.414766,182.3154772,180.7858579,1.192658174,Down,1
ZNF470,3.83,3.3,3.5,3.39,3.13,3.28,350.5988315,320.0768897,345.9528503,340.8760779,334.4186754,348.5028586,1.007051571,Up,1
SERTAD1,6.89,7.42,7.05,6.74,6.89,7.56,195.5652442,211.5127985,198.6757797,202.6830733,209.4023481,228.705001,1.057836804,Up,1
ZNF100,2.03,1.82,2.14,2.07,2.48,1.87,79.0367308,85.16665779,96.86679807,92.21158549,106.3888945,93.66014326,1.119457734,Up,1
CXorf40B,28.03,26.25,26.71,27.14,27.95,24.53,377.8969024,381.5653449,415.4696044,433.4930295,437.9947025,373.039638,1.059232151,Up,0.885208064
ZNF398,7.33,7.49,7.25,7.75,7.73,8.29,489.4197561,504.4486654,518.9292754,561.9848851,562.5734726,595.722074,1.137148953,Up,1
ZSCAN25,4.37,3.81,3.71,3.43,3.79,5.04,210.7646155,193.730749,198.6757797,218.3449472,208.3605454,227.6159296,1.084798045,Up,1
ANXA6,364.32,359.8,367.74,381.85,376.77,375.21,11476.53863,11299.08857,11158.46208,12375.6442,12224.5132,12176.9077,1.083779272,Up,0
ZNF441,6.1,5.4,5.34,4.72,4.96,5.55,351.6121229,299.4871483,315.3113121,295.7330297,289.6211581,333.2558586,1.052034023,Down,0.913076458
GMFB,76.52,75.05,72.13,85.99,82.45,87.94,3476.602864,3385.140673,3364.638578,4313.464315,4368.278835,4388.957876,1.278134587,Up,0
SIGLEC15,2.82,2.99,2.42,1.37,1.52,1.47,81.06331364,90.78204182,72.1558802,41.45790136,42.71391181,43.56285733,1.910005596,Down,0.999813686
ZNF420,6.85,8.29,5.66,5.65,4.61,4.49,252.3095637,278.8974068,242.1669952,231.2429609,242.7400354,215.6361438,1.121445559,Down,1
ZNF763,2.47,1.73,1.24,1.47,1.34,1.69,56.74431955,45.22255939,32.6184116,37.77275457,32.32713862,39.27191588,1.230466769,Down,0.706901117
ZMYM1,6.8,7,8.61,8.35,7.76,7.49,368.8380771,373.423038,388.455629,414.5790136,440.6825536,394.2438588,1.105053304,Up,1
HIST1H4C,0.57,0.52,0.56,0.23,0.26,0.27,2.026582841,1.871794677,1.97687343,0.921286697,1.041802727,1.089071433,1.915945086,Down,1
ZSCAN26,14.8,13.65,17.78,10.06,14,11.81,414.436191,377.1666274,469.5074396,315.0800503,408.386669,393.1547874,1.129394668,Down,0.872603389
MAFG,17.71,17.35,17.54,21.56,21.37,22.31,1238.242116,1220.410129,1188.100931,1618.700726,1617.919635,1666.279293,1.344453294,Up,0
ARRDC1,5.88,5.68,3.71,5.91,6.41,3.97,86.12977075,82.35896578,63.25994976,89.3648096,90.63683726,62.0770717,1.044568517,Up,0.854976974
KIAA1671,23.39,23.27,24.6,20.46,19.69,21.44,2613.278574,2627.063829,2726.10846,2456.150334,2441.985592,2536.447368,1.071539372,Down,0.999999997
IGF2R,91.22,87.93,88.71,82.06,81.15,81.8,15040.28456,14362.28055,14616.01371,14242.17105,13638.2395,13732.1017,1.057820706,Down,0.324156534
ZNF300P1,1.27,1.77,1.11,0.91,1.54,0.81,54.71773671,76.97755608,46.45652561,41.45790136,56.25734726,37.02842873,1.322081744,Down,0.570204275
GAL3ST4,3.01,3.22,2.33,1.18,1.11,1.65,95.24939353,100.1410152,73.14431691,41.45790136,40.63030636,58.8098574,1.905686603,Down,6.83152E-06
RP11-573D15.8,0,0.29,0,0,0,0,0,1.871794677,0,0,0,0,63.39315589,Down,1
DYNC1H1,88.03,87.75,89.35,97.74,95.19,101.87,12769.49848,12145.13976,12276.384,15749.39608,15413.47135,15527.9805,1.255433098,Up,0
SLC6A17,0.08,0.02,0.03,0.04,0.05,0.01,7.093039944,1.871794677,2.965310145,3.685146788,5.209013635,1.089071433,1.194434019,Down,0.857757406
PCBP2,386.52,378.18,386.6,384.88,375.41,381.56,6425.584885,6363.615234,6471.631242,6700.905087,6693.592939,6880.132545,1.052635196,Up,0.999999948
ZGPAT,12.84,11.17,12.71,10.17,10.5,9.7,311.3945864,282.0700988,298.7945346,285.0000397,261.6175008,276.547909,1.083933615,Down,1
SLC25A29,3.7,5.66,5.63,2.32,2.66,2.38,190.4987871,242.3974106,177.9186087,120.6885573,116.6819054,111.0852862,1.752854481,Down,5.99325E-06
PGAP1,10.24,8.44,9,8.1,5.97,6.75,1250.401613,1079.089631,1173.274381,807.9684332,784.4774535,722.0543602,1.513393756,Down,2.9976E-15
SRC,14.39,11.81,14.31,8.53,9.7,8.79,606.9615609,576.5127604,586.142972,423.7918806,412.5538799,404.0455017,1.426650242,Down,1.40323E-08
ZNF682,3.28,1.94,5.46,3.33,3.17,3.6,71.94369086,67.38460836,76.10962706,81.99451603,66.67537453,72.96778603,1.028773425,Up,1
ZNF772,6.12,5.5,5.3,5.16,3.77,5.01,253.3228551,255.4999734,257.9819826,260.7241352,232.3011721,261.377144,1.016439324,Down,1
ZNF257,0.42,0.69,0.69,0.5,0.48,0.86,15.19937131,22.46153612,11.86124058,19.48521364,15.62704091,25.04864296,1.214698049,Up,1
PCNXL3,17.37,17.33,14.87,12.19,12.59,10.91,1371.996583,1311.192171,1205.892792,1017.100513,998.0470125,934.4232897,1.318521315,Down,5.47443E-10
ADAM32,2.02,3.57,4.26,2.86,1.67,1.17,79.0367308,78.61537642,93.90148793,52.51334172,40.63030636,37.02842873,1.932254856,Down,0.999739754
ACSL5,1.8,2.46,2.33,2.24,2.07,2.3,69.91710802,68.3205057,75.12119034,110.5544036,103.13847,114.3525005,1.537453549,Up,0.999999739
LRRC8B,3.98,2.5,2.52,2.5,1.85,2.47,311.0804661,233.9743346,225.363571,231.2429609,197.9425181,214.5470724,1.19678967,Down,0.775490752
ABCB8,17.77,18.74,17.08,17.08,17.97,16.7,519.8184987,503.512768,495.2067942,511.3141168,528.1939826,547.8029309,1.045288039,Up,1
SND1,126.89,132.71,137.16,182.16,175.16,185.44,5317.753375,5322.448163,5176.443077,7314.095087,6777.968542,7028.86703,1.335360382,Up,0
ZNF785,4.74,5.91,4.85,5.61,4.7,5.26,201.6449927,246.141,205.5948367,187.0211995,173.9810554,175.3405008,1.218202868,Down,0.126825214
SULT1A2,0.24,0.23,0.23,0.1,0,0,2.056981584,1.993461331,1.97687343,1.842573394,0,0,3.234755105,Down,1
NEK5,0.11,0.27,0.14,0.03,0.03,0.04,5.066457103,9.358973384,4.942183575,1.842573394,2.083605454,1.089071433,3.844727809,Down,1
PSMD12,66.44,65.58,63.51,65.98,69.1,72.14,1997.19739,1902.679289,1905.705987,1969.710958,2050.267767,2140.025366,1.061048066,Up,0.63353098
CH17-340M24.3,4.62,6.58,8.38,5.66,3.94,4.68,27.35886835,39.30768821,49.42183575,36.85146788,26.04506818,30.49400013,1.24296431,Down,0.682854478
PIWIL2,0.13,0,0.03,0.06,0.05,0.05,5.066457103,0,1.97687343,1.842573394,3.125408181,2.178142867,1.014532604,Up,0.998011299
MIRLET7BHG,3.56,3.75,3.68,2.3,4.16,4.32,120.581679,146.9358821,134.4273932,95.81381648,112.5146945,115.4415719,1.241429436,Down,1
NOL4L,3.42,2.69,3.63,2.36,2.33,2.8,216.844364,218.0640798,208.5601469,218.3449472,196.9007154,205.8345009,1.036045823,Down,1
CYSRT1,0.06,0.11,0.24,0.11,0,0.12,1.013291421,1.871794677,3.95374686,1.842573394,0,2.178142867,1.695708244,Down,1
SLC22A4,1.54,0.97,1.07,2.75,2.79,3.13,45.59811392,29.01281749,31.62997488,86.60094951,82.30241544,92.57107183,2.460734042,Up,0.001016394
KB-1592A4.15,0,0,0,0,0.04,0,0,0,0,0,3.292096618,0,110.7365539,Up,1
ZSCAN5B,0,0.04,0,0,0.05,0,0,0.935897338,0,0,1.083474836,0,1.152787974,Up,1
ENTPD4,36.29,36.88,37.29,43.98,38.5,39.93,1832.030888,1895.19211,1904.71755,2175.157891,2265.920931,2257.645081,1.189415649,Up,6.61018E-08
C1D,34.65,31.35,32.19,41.38,41.4,39.76,404.2526122,364.9625261,374.5779775,503.7687787,521.9119122,511.6566501,1.344060388,Up,0.27682611
TBC1D9B,77.38,76.4,77.55,58.07,57.26,58.41,5050.24444,5073.499471,5071.6589,4076.693634,4010.940499,4025.208017,1.254486353,Down,0
HIST1H4J,4.04,1.74,3.72,3.01,0,0.59,10.68009157,4.679486692,9.88436715,9.212866969,0,1.807858579,2.287084708,Down,0.350865387
FAM110D,0.03,0,0,0,0,0,1.013291421,0,0,0,0,0,34.77638068,Down,1
SERPINA1,0,0,0.36,0.15,0.05,0.02,0,0,1.97687343,1.842573394,1.041802727,1.089071433,1.994867984,Up,1
LINC00336,0,0,0.04,0,0,0.07,0,0,0.988436715,0,0,2.178142867,2.168168953,Up,0.532351349
KANK2,148.28,140.63,150.87,87.68,85.81,89.06,5995.645335,6109.537825,6155.983861,3713.706675,3878.631553,3666.903516,1.621880832,Down,0
EIF4BP6,2.71,1.9,2.08,1.73,1.74,1.35,65.57008782,46.04614905,49.81721044,44.36916732,44.98504175,34.79583229,1.300236701,Down,1
GTF2E2,33,32.22,34.55,46.86,41.3,42.4,754.9021083,738.423,741.3275363,896.4119561,902.2011616,930.067004,1.221072768,Up,0.981943741
RAD54B,4.02,3.19,2.99,2.86,1.78,3.59,128.4448205,104.8860147,104.1318079,92.46954577,67.86302964,101.4578947,1.289023135,Down,0.282506789
ZNF165,0.5,0.53,0.53,0.55,0.52,0.29,14.18607989,14.97435741,14.82655073,16.58316054,15.62704091,8.712571466,1.074823141,Down,1
SYNGAP1,9.94,10.42,7.59,6.94,8.17,7.1,515.3397507,568.6792997,537.8776072,484.2559265,511.9731142,501.9530236,1.082574821,Down,1
RAMP2-AS1,0.23,0.07,0.08,0,0,0,7.093039944,1.871794677,2.965310145,0,0,0,398.6714922,Down,0.999999995
FITM2,8.09,7.95,7.09,6.81,6.94,6.8,527.9248301,520.3589201,458.6346358,468.013642,481.3128599,470.4788592,1.061354314,Down,0.978736994
BLM,0.56,0.3,0.83,0.85,0.64,1.13,15.19937131,13.10256274,20.75717102,37.77275457,25.00326545,31.58307156,1.922811415,Up,0.999999996
RP11-366L20.2,6.28,5.74,5.01,2.96,3.42,3.83,195.5652442,190.923057,188.7914126,105.9479701,132.3089463,112.1743576,1.64157856,Down,0.450220321
ZNF720,15.1,16.56,18.89,18.34,16.78,16.67,407.3431511,413.6666236,450.7271421,408.1300067,393.8014308,433.4504304,1.029427472,Down,1
DDI2,7.46,8.03,8.22,9.06,8.38,8.62,1134.896524,1154.195393,1085.669235,1419.610671,1350.790998,1311.089536,1.209414456,Up,7.97196E-12
SVIL,56.98,61.04,58.08,81.72,82.45,73.73,5048.7853,5161.838821,4718.025897,7698.953392,7776.921923,7363.887185,1.529927125,Up,0
TRIM33,12.73,13.66,12.96,12.2,12.37,13.11,1077.12878,1067.858863,1104.083811,1071.456429,1164.735449,1171.840862,1.048924691,Up,0.951612194
LRP10,129.52,119.62,119.75,94.41,86.32,85.45,7493.290055,7095.97362,6999.120379,5843.721519,5268.396391,5523.770309,1.297698977,Down,9.99201E-16
PELI1,5.6,4.46,5.01,9.48,8.23,8.81,294.8678034,224.6153612,234.2595015,516.841837,452.1423835,492.2602878,1.938614352,Up,0
CTC-499B15.5,0,0,0.04,0,0,0,0,0,1.640804947,0,0,0,55.69349823,Down,1
ZNF655,24.89,24.82,23.01,28.52,27.66,29.49,1032.543958,1072.407324,1022.547666,1254.064665,1263.706708,1266.590077,1.210026034,Up,0.08405005
MRPL21,29.67,27.19,29.27,29.61,25.93,29.37,213.8044897,200.2820304,214.4907672,234.006821,210.4441509,236.328501,1.083044194,Up,1
UAP1L1,27.32,29.24,29.04,26.7,26.59,25.96,1286.880104,1392.61524,1349.216116,1347.842438,1346.009123,1312.331077,1.005623471,Down,1
BNIP3P1,0.36,0.19,0,0.29,0,0.05,3.232399632,3.949486768,0,2.994181765,0,1.187087862,1.712520698,Down,0.583952028
ZNF98,0.19,0,0,0.15,0,0,1.013291421,0,0,0.921286697,0,0,1.096716084,Down,1
FBXL22,4.89,4.88,4.9,0.5,1.38,1.2,126.6614276,135.7051141,133.4389565,14.74058715,34.37948999,31.58307156,4.903010777,Down,0
ZNF786,2.26,2.01,2.22,2.34,2.29,1.51,92.20951927,82.35896578,88.95930435,97.65638987,104.1802727,67.52242886,1.022125326,Up,0.880478155
ZNF517,2.06,1.7,1.29,0.94,0.8,1.38,55.73102813,53.34614829,42.50277875,32.24503439,25.00326545,47.91914306,1.441194301,Down,0.193425882
ZNF675,4.5,4.49,5.71,5.59,6.03,7.78,147.5048321,145.0640874,172.9764251,180.5721926,198.9843209,218.2716967,1.284127729,Up,0.021405765
SLC22A5,2.81,3.26,3.03,2.39,3.03,3.33,140.8475075,155.3589582,158.1498744,125.2949908,130.2253409,129.5995006,1.179765125,Down,1
DACT3,1.2,1.4,1.56,0.76,0.45,0.41,43.57153108,49.60255893,55.35245604,27.63860091,16.66884363,16.3360715,2.448457841,Down,0.999809748
ADARB1,17.34,20.99,18.42,22.9,18.38,18.14,1066.995866,1100.61527,1090.245697,1184.774692,1083.474836,1141.346862,1.046576068,Up,1
ZNF860,1.53,1.43,2.34,0.93,0.75,0.93,65.86394234,54.28204563,85.00555749,42.37918806,34.37948999,42.4737859,1.720420144,Down,0.00583259
HTT,25.55,33.4,25.54,19.91,17.06,23.85,2715.621007,2619.57665,2515.57144,2224.907373,2228.416033,2229.329224,1.174797537,Down,6.29496E-14
C5AR1,0.58,0.68,0.33,0.39,0.42,1.17,18.23924557,21.52563878,8.895930435,12.89801376,11.45983,20.69235723,1.080093117,Down,0.754112402
DIO3,0.14,0.03,0,0.18,0.07,0.22,4.053165682,0.935897338,0,5.527720181,2.083605454,6.5344286,2.824382594,Up,0.799474923
DCHS2,0.02,0.03,0.05,0,0,0.03,3.039874262,5.61538403,5.93062029,0,0,4.356285733,3.332176578,Down,1
VEPH1,9.06,11.12,12.11,11.82,14.93,13.83,223.9374039,217.1281825,233.2710647,233.0855343,265.6596954,246.1301439,1.104599957,Up,1
SHPK,3.77,3.47,3.73,2.54,2.77,2.68,203.6715755,188.115365,199.6642164,144.6143728,159.3958172,153.5590721,1.292574543,Down,0.999999995
IPP,20.73,23.83,23.23,16.63,16.14,16.99,698.1577888,737.4871026,748.2465933,574.8828989,555.2808535,560.8717881,1.29144698,Down,0.045803826
OPALIN,0,0,0,0,0.05,0.02,0,0,0,0,2.083605454,1.089071433,106.7558962,Up,1
MAP3K5,17.43,17.5,17.38,17.73,18.82,17.12,1291.946561,1301.833198,1278.048673,1383.772619,1396.015654,1345.00322,1.065333758,Up,1
OGDHL,0.06,0.17,0.02,0.05,0.06,0.02,3.039874262,2.807692015,0.988436715,1.842573394,3.125408181,1.089071433,1.127968326,Down,1
C16orf47,0.31,0.45,0.24,0.42,0.76,0.31,5.066457103,7.487178707,3.95374686,7.370293575,13.54343545,5.445357166,1.59572326,Up,1
GSTK1,112.59,107.48,106.22,84.06,82.19,81.94,1507.777634,1451.576772,1387.765148,1192.144986,1168.90266,1141.346862,1.241182942,Down,0
HNRNPAB,140.79,138.95,144.17,184.26,182.79,180.86,3018.595142,2968.666357,3041.419772,4124.600542,4054.696214,4070.949018,1.356813326,Up,0
STMN3,1.36,1.81,1.46,1.74,2.43,2.18,41.54494824,51.47435361,42.50277875,45.14304815,68.75897999,70.78964316,1.362735787,Up,0.37593838
PDGFA,14.97,15.22,17.73,21.38,20.86,20.2,424.5691052,467.9486692,513.9870918,612.6556534,694.882419,665.4226457,1.402731468,Up,1.32928E-08
GYPE,0.62,0.55,0.63,0.29,0.18,0.24,13.17278847,12.1666654,13.83811401,6.449006878,4.167210908,5.445357166,2.436527686,Down,1
COL13A1,1.86,1.51,2.49,4.26,4.38,3.23,53.70444529,43.9871749,62.27151305,110.5544036,127.0999327,96.92735756,2.091412845,Up,4.03581E-11
ZNF695,0,0.04,0.2,0.15,0.24,0.45,0,1.871794677,5.93062029,7.370293575,6.250816362,10.89071433,3.133366193,Up,1
PCDHB11,0.89,1.32,1.78,0.6,0.56,0.81,52.69115387,78.61537642,86.98243092,32.24503439,31.25408181,43.56285733,2.038611803,Down,0.000597502
ZNF628,1.71,1.94,2.88,1.54,1.69,1.65,58.77090239,79.55127376,67.21369662,82.91580272,58.34095272,69.70057173,1.026373319,Up,0.892242442
SLC2A10,48.79,46.9,50.1,28.35,28.63,30.37,2952.731199,2900.345852,3011.766671,1824.14766,1854.408854,1937.45808,1.578490622,Down,0
ZNF665,1.46,1.81,2.16,1.71,1.64,1.92,50.66457103,37.43589354,48.43339904,46.98562154,42.71391181,50.09728593,1.023893258,Up,1
RPF2,31.54,31.46,30.14,33.34,34.97,32.78,859.2711246,851.6665779,846.1018281,957.2168781,1000.130618,920.2653611,1.125367466,Up,0.999999994
SLC28A3,0.48,0.44,0.43,2.25,2.02,2.05,33.43861688,30.88461217,29.65310145,164.9103187,148.97779,151.3809292,4.949656427,Up,0
MIB2,12.2,12.22,13.27,9.05,15.6,12.36,401.2634025,422.0896996,378.5712619,339.9547912,378.1743899,375.7296445,1.098790239,Down,1
MYO5A,32.55,28.71,28.72,28.06,28.83,28.36,3078.379336,2959.307384,2973.217639,3032.875806,2918.089439,2765.152369,1.033820761,Down,0.949257462
C5orf56,3.86,4.65,4.29,10.1,9.1,10.12,53.70444529,68.3205057,67.21369662,155.6974518,134.3925518,157.9153578,2.367192702,Up,2.54596E-12
ATG7,17.2,17.64,20.04,22.5,19.27,17.04,453.9545564,433.3204677,482.3571169,498.416103,514.6505472,505.329145,1.108613394,Up,1
