gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SP-1 TPM,SP-2 TPM,SP-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SP-1 Normalised Read Counts,SP-2 Normalised Read Counts,SP-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
RFC1,42.08,40.28,38.16,42.21,44.2,37.41,2177.067838,2141.514412,2161.753607,2355.464496,2173.971664,2361.894513,1.063421545,Up,0.798927883
TBC1D23,36.21,35,38.48,33.62,36.86,36.74,1781.144317,1773.530536,1784.622136,1665.42754,1783.501025,1769.75288,1.023112131,Down,1
CUL3,64.61,59.84,64.75,61.13,67,70.43,2486.031413,2400.430902,2540.885776,2423.949367,2582.03107,2702.167451,1.037806046,Up,0.993768471
MYOM2,1.48,2.35,1.01,1.46,1.24,1.75,22.50728028,26.55553744,11.00383604,16.60239292,17.58876751,19.1820529,1.125337784,Down,0.980695616
CYP46A1,0.63,0.99,0.81,0.46,0.87,0.62,43.99150237,49.31742667,45.01569288,33.20478585,37.52270402,37.53010349,1.277659034,Down,1
ZZZ3,30.04,32.2,35.15,33.29,37.15,36.14,1593.924667,1633.165553,1649.575057,1679.954634,1716.663709,1855.655117,1.077021048,Up,0.844647191
USP2,0.41,0.54,0.63,0.57,0.77,0.65,21.48422209,17.07141693,19.00662588,13.48944425,19.93393651,20.8500575,1.060563875,Down,1
TUBG2,23.3,25.7,24.54,28.52,27.18,23.34,491.2930062,531.7936055,502.6852407,584.5598784,547.503155,476.3487536,1.054161643,Up,0.991703967
RPL26L1,58.51,61.72,55.61,52.22,49.92,52.71,414.0521125,432.362086,421.1168052,402.6080284,375.2270402,406.0173396,1.070681509,Down,1
FLT4,0,0,0,0,0,0.01,0,0,0,0,0,0.8340023,28.80007666,Up,1
NSUN2,37.66,37.93,37.81,35.67,36.77,35.68,1530.495059,1558.241,1522.530768,1489.027115,1471.593548,1507.042156,1.032142767,Down,1
FBXO42,10.95,10.87,12.94,13.08,13.68,13.49,703.8640379,744.5034603,758.2643379,734.6558869,741.0734044,745.5980561,1.006659612,Up,1
MFAP3,44.25,40.97,52.46,48.93,48.93,47.91,1198.001146,1095.415919,1200.418477,1226.501777,1199.553944,1185.95127,1.033822552,Up,0.995600634
MRI1,7.63,9.9,9,10.91,9.32,8.22,266.0769753,329.0989818,277.0965984,319.5960638,296.6638787,256.0387061,1.000029913,Up,0.991823682
METTL1,17.36,16.75,16.02,18.25,16.04,18.29,213.8191627,231.4125405,209.0728847,195.0781169,204.0297031,210.1685796,1.073900731,Down,1
HOXC8,11.85,11.45,14.14,12.16,11.75,12.64,299.756051,292.1109118,356.1241481,312.3325169,293.1461251,320.2568831,1.024040197,Down,0.992456596
AGA,33.24,40.3,35.71,34.16,40.31,35.43,791.8470427,746.4002844,875.3051394,776.1618692,840.7430869,794.8041917,1.000764311,Down,0.994897903
PI4K2B,19.52,20.17,18.17,24.04,25.39,25.15,976.5397386,1016.545973,903.7550573,1222.890757,1252.320247,1255.198481,1.287747981,Up,0
BOD1L1,24.55,22.53,24.09,22.28,26.09,22.56,3116.235261,2854.720275,2947.027361,2833.820942,3177.703997,2925.680068,1.002155425,Up,0.998352258
MAT2B,39.8,39.17,40.39,39.23,42.97,44.04,1138.663771,1079.292914,1124.391973,1119.623873,1184.310346,1220.979367,1.054621258,Up,0.985453495
TLL1,0.92,2.22,1.31,0.6,1.33,0.79,79.79853918,58.80154719,70.02441115,59.14602479,60.97439403,56.71215639,1.179754944,Down,1
EDC4,20.56,23.18,21.41,18.53,20.65,22.32,672.3845373,692.1036945,651.0869749,680.6358509,675.0099936,692.8557506,1.016335733,Up,1
TRIO,65.02,73.74,68.18,70.13,69.17,64.46,6918.942571,6933.840508,6627.310341,6932.536696,7306.374023,6566.934109,1.015905735,Up,0.999229932
VCAN,529.74,518.09,529.26,524.47,557.85,517.34,61693.47831,61235.17251,60148.96848,60982.66451,63705.34333,59803.80291,1.007724545,Up,0.999914667
CLEC16A,9.01,8.02,9.63,10.46,9.37,10.92,610.7657422,597.4995924,616.2148181,640.2297772,653.1295668,674.7078606,1.07869896,Up,1
MSR1,11.51,9.33,9.92,6,8.07,10.15,267.0181888,241.8450731,210.0732335,200.2663647,194.6490271,228.5166302,1.153184108,Down,0.951297807
CDH1,0.99,1.58,0.82,0.55,0.75,1.69,38.8762114,36.03965795,44.01534415,26.9788885,39.86787302,33.36009199,1.186801155,Down,1
SKIV2L2,54.4,49.01,47.74,52.47,50.38,52.1,1747.383396,1731.800406,1654.576801,1631.185105,1715.491124,1738.894795,1.00947569,Down,0.998686086
DNAH5,0.51,0.54,0.36,0.63,0.32,0.44,38.8762114,36.03965795,40.01394923,34.24243541,31.65978152,26.68807359,1.241194753,Down,1
ZFYVE16,33.24,34.01,32.31,33.31,40.01,33.69,2722.357856,2684.954518,2695.939829,2741.470132,2633.624788,2746.369573,1.00224752,Up,1
FAM65A,41.84,43.36,40.82,41.86,39.25,40.47,1858.89674,1895.875691,1794.625623,1925.877579,1886.688461,1762.24686,1.004579724,Up,0.996628662
C6,1.19,1.39,1.5,0.71,0.68,1.03,59.33737529,42.67854231,45.01569288,36.31773452,29.31461251,41.70011499,1.369767493,Down,1
RAI14,119.75,119.23,119.34,112.72,127,116.82,6600.771472,6349.618684,6733.347307,6408.523669,6465.630936,6581.94615,1.011699999,Down,0.997874782
SOX30,0.08,0.09,0,0,0.11,0.08,3.069174584,1.896824103,0,0,2.345169001,1.6680046,1.23566267,Down,1
PNKP,18.22,21.35,24.4,21.81,19.62,20.08,382.6237648,396.4362375,423.1475131,363.1773452,398.6787302,342.7749452,1.088331617,Down,0.98762899
BEST2,0,0.07,0,0.04,0.05,0,0,1.896824103,0,1.037649558,1.172584501,0,1.162656236,Up,1
PHLPP2,5.92,6.16,7.96,6.64,6.14,7.5,669.0800593,623.1067178,719.2507374,730.5052887,666.0279963,626.3357272,1.005683163,Up,0.994670124
SPDL1,14.49,17.13,16.84,13.4,12.56,16,452.191722,446.7020762,461.1607649,432.6998656,419.7852512,418.6691545,1.069935016,Down,1
STAU2,44.85,33.32,35.92,34.85,36.25,37.73,1242.800864,1158.485321,1191.835485,1089.116976,1126.490204,1162.649246,1.063601843,Down,1
PQLC2,6.91,8.81,6.48,9.04,9.77,9.54,160.6201366,196.3212946,156.054402,210.6428602,227.4813931,200.160552,1.244215718,Up,0.512149064
CTNS,19.94,17.55,21.54,20.45,17.7,21.62,524.8288539,523.5234524,546.190407,528.1636249,561.6679758,527.9234558,1.014557093,Up,1
RTN4R,0.04,0,0.09,0.04,0.17,0.21,1.023058195,0,2.000697461,1.037649558,2.345169001,5.004013799,2.756223256,Up,1
PHF23,46.65,43.67,47.73,42.66,46.12,45.75,992.3664488,998.6778901,1017.354659,962.9387896,1031.874361,1015.814801,1.000740903,Up,1
CDH10,0.51,0.75,0.51,0.54,0.54,0.33,24.55339667,20.86506513,22.00767208,25.94123894,25.79685901,15.8460437,1.002342378,Up,1
INPP4A,12.37,12.16,12.04,12.63,11.29,11.89,944.2827137,1000.574714,959.3344328,966.0517383,909.9255725,927.4105574,1.035957534,Down,1
RAB27B,22.31,22.27,21.92,25.62,30.77,29,2188.321478,2244.891326,2255.786388,2765.336071,2890.420794,2827.267796,1.268204162,Up,0
PSMA4,159.92,176.08,170.82,155.64,155.77,167.9,1712.599418,1838.970968,1811.631551,1687.218181,1641.618301,1813.121,1.043027031,Down,0.992996696
MYO16,0.09,0.08,0.12,0.08,0.12,0.15,9.207523752,7.587296411,12.00418477,8.301196462,11.72584501,15.0120414,1.216451381,Up,1
LSG1,23.4,23.64,23.65,22.05,23.41,28.19,1047.611591,988.2453576,972.3389663,969.164687,1002.559748,1066.688941,1.010044944,Up,0.995912642
PARP3,18.45,22.03,23.73,14.93,21.55,18.22,418.4308016,501.7099752,497.1733192,364.2149948,440.8917722,439.519212,1.138743653,Down,0.962874434
TNC,651.71,613.31,620.41,697.66,766.83,725.37,59136.85588,55363.5535,55847.46894,64357.10087,68580.94969,64628.50622,1.159782874,Up,9.51744E-05
THAP3,9.75,11.54,8.76,7.96,9.81,9.03,153.4587292,184.94035,143.0498685,131.7814938,150.0908161,146.7844048,1.12314875,Down,0.974039999
FAM65C,1.4,2.02,1.19,2.74,2.03,1.78,74.68324821,85.35708463,53.01848273,98.57670799,85.59866854,88.40424378,1.279323927,Up,0.855136901
TDP1,7.6,6.8,7.28,8.76,8.51,7.82,229.1650356,175.4562295,197.0687,206.492262,223.9636396,206.8325704,1.059161253,Up,0.989547057
AIFM2,4.94,4.43,5.81,5.92,6.28,5.46,204.6116389,195.3728826,246.0857878,262.5253381,266.1766816,237.6906555,1.186228615,Up,0.815240095
SPATA7,8.78,8.68,8.89,8.18,8.53,8.93,231.211152,221.92842,232.0809055,203.3793133,207.5474566,235.1886486,1.060520524,Down,1
MED17,29.82,30.82,34.26,32.34,39.31,33.85,557.5667161,676.2177926,597.2081922,642.3050763,683.6167638,634.6757502,1.070782787,Up,0.987559657
RETSAT,64.07,65.05,66.46,59.65,62.32,61.33,2494.215879,2627.101382,2568.895541,2460.267102,2540.990613,2532.030982,1.020830674,Down,1
CAPG,179.31,170.27,170.06,189.94,194.87,196.06,2045.093331,2019.169257,1954.68142,2168.687576,2306.473713,2249.304203,1.117216237,Up,2.62459E-05
AP2S1,185.99,179.09,181.03,169.75,177.24,193.32,1640.985344,1611.352075,1670.58238,1454.78468,1634.582794,1689.688659,1.030102757,Down,0.996181411
USH2A,0.17,0.22,0.15,0.12,0.16,0.13,48.08373515,62.59519539,41.01429796,34.24243541,44.55821102,36.69610119,1.313316887,Down,0.920441355
TG,1.33,3.56,2.67,4.58,1.85,1.73,112.5364014,140.3649836,121.0421964,151.4968354,128.9842951,123.4323404,1.080139055,Up,0.993812547
ADAM28,0.67,0.57,0.45,0.57,0.25,0.28,15.34587292,13.27776872,7.002441115,5.188247789,2.345169001,9.174025298,2.130318514,Down,0.781998648
DCUN1D1,34.31,40.28,37.49,35.69,38.44,36.81,1605.178307,1682.482979,1652.576103,1675.804036,1616.994026,1618.798464,1.005831238,Down,1
JADE2,17.56,15.8,12.73,18.57,17.28,18.92,877.783931,832.7057811,798.2782871,997.181225,1035.392114,1056.680914,1.231380228,Up,0.220325222
LCP2,0.07,0,0,0,0.11,0.21,2.046116389,0,0,0,2.345169001,5.004013799,3.554320383,Up,0.787284779
TRIT1,12.47,12.7,13.82,11.53,12.69,14.02,318.1710985,295.90456,342.1192659,308.1819187,320.1155687,361.9569981,1.035618776,Up,0.990554705
CUL7,21.14,17.78,19.11,18.66,19.72,18.64,1425.120065,1364.764942,1453.326643,1396.676305,1478.629055,1417.637109,1.011720006,Up,1
CTNNA1,252.65,265.4,253.38,244.25,265.88,258.42,9823.404785,9594.136312,9762.403263,9155.182048,9452.203659,9460.088087,1.039635536,Down,0.469331249
PHKA2,6.73,7.32,4.76,7.42,6.06,5.21,398.9926959,424.888599,342.1192659,395.3444815,376.3996247,335.2689245,1.053283864,Down,0.989037647
CNTLN,8,6.91,8.03,6.94,7.96,8.22,572.912589,497.916327,552.1924994,510.5235824,578.0841588,593.8096375,1.036595244,Up,0.991430254
EPHA3,29.85,29.8,30.54,33.77,31.11,31.9,2415.440398,2412.760259,2443.851949,2794.390259,2515.193754,2547.877026,1.080500795,Up,0.901553049
HSPA5,297.75,375.95,344.13,322.41,421.3,398.27,16536.71266,21030.06038,19004.59518,18211.73551,23065.83936,22056.76708,1.11954758,Up,0.999955508
DSG2,0.64,0.58,0.69,0.47,0.32,0.55,54.22208432,49.31742667,58.02022638,37.35538408,26.96944351,45.87012649,1.465999589,Down,1
GEMIN8,17.82,15.41,19.04,12.63,12.95,16.52,239.3956176,223.8252441,260.09067,177.4380744,189.9586891,221.0106095,1.229258312,Down,0.588337708
OFD1,13.2,14.83,15.68,15.91,16.59,14.48,599.5121021,654.4043155,651.2270237,717.0158444,678.9264258,666.3678376,1.082494676,Up,1
GPM6B,91.06,98.66,92.92,103.56,111.91,112.71,4637.522796,4799.913392,4662.625434,5281.636249,5369.264428,5592.819423,1.152031528,Up,2.19602E-12
PREX2,0.34,0.27,0.99,0.37,0.31,0.53,34.78397862,27.50394949,33.01150811,36.31773452,32.83236602,43.36811959,1.180623998,Up,1
WDR37,11.4,10.93,11.56,11.76,12.36,10.18,654.7572446,634.4876624,684.2385318,693.1499046,718.7942989,604.6516674,1.021845522,Up,0.994229801
YTHDC2,13.58,13.03,12.08,14.83,13.49,13.03,1103.879792,1082.138151,1036.361285,1229.614726,1120.990783,1110.057061,1.073945711,Up,0.954583911
CTPS2,6.96,6.9,7.34,6.1,7.05,7.41,364.2087173,364.1902277,377.1314715,300.9183718,361.1560262,362.7910004,1.078705611,Down,0.987166732
ATP6V1H,65.6,63.41,64.62,70.11,65.23,64.41,1544.817874,1504.181514,1528.532861,1575.152029,1536.085696,1560.418303,1.020561988,Up,1
POLR2B,47.85,51.54,55.54,58.93,55.69,57.99,2451.247434,2537.002237,2476.863457,2565.069707,2573.822979,2640.451281,1.042093076,Up,1
FAM214A,33.49,30.71,32.92,38.01,33.36,32.5,1479.342149,1465.296619,1469.512285,1664.389891,1524.359851,1516.216181,1.065881953,Up,0.942165575
ARAP2,0.03,0.04,0.06,0,0,0.08,3.069174584,4.742060257,2.000697461,0,0,9.174025298,1.069307394,Down,0.942550567
TPR,42.95,41.12,38.54,46.31,46.78,44.74,4173.054376,4385.457326,4171.454207,4503.399081,4460.51144,4462.746306,1.054728291,Up,0.344859588
CP,1.24,1.03,1.44,1.93,0.66,1.75,38.8762114,33.1944218,40.01394923,48.76952922,22.27910551,43.36811959,1.020801682,Up,0.9771402
KIAA0556,15.7,15.13,20.03,17.37,16.38,18.28,899.2681531,827.9637209,872.3040932,852.9479365,799.7026294,810.6502354,1.055305266,Down,1
DTNBP1,11.5,10.51,9.23,10.64,9.65,10.42,175.9660095,191.5792344,166.0578893,194.0404673,167.6795836,187.6505175,1.029547332,Up,1
XK,0.23,0.34,0.21,0.23,0.29,0.12,17.39198931,25.60712539,16.00557969,17.64004248,21.10652101,9.174025298,1.231156819,Down,0.958760475
ANO2,0.08,0.04,0,0.31,0,0,1.023058195,1.896824103,0,2.075299116,0,0,1.401170159,Down,1
C12orf4,30.31,25.87,26.78,24.43,26.22,25.87,1206.185612,1175.082532,1151.401389,1072.929643,1018.975931,1072.526958,1.116366365,Down,0.999999998
SCML1,12.58,11.38,10.49,12.63,11.64,11.65,481.8604097,470.4123775,420.1464669,524.0130267,461.9982932,462.8712764,1.055713056,Up,0.988703004
WWC3,17.58,17.68,17.55,18.78,19.58,17.7,1697.253545,1701.45122,1684.587263,1845.978563,1863.236771,1687.186653,1.061595539,Up,0.977062765
ARHGAP6,7.1,7.86,8.88,7.46,7.78,8.82,381.6007066,418.2497147,456.1590212,420.2480709,412.7497442,462.0372741,1.031070399,Up,0.991338403
FAM184B,0.27,0.35,0.24,0.3,0.28,0.37,25.57645487,34.14283385,23.00802081,29.05418762,26.96944351,35.86209889,1.110666001,Up,1
MAP4,202.3,196.06,198.15,190.98,192.18,188.42,14306.44579,14011.83965,14250.96802,13695.93651,13757.93395,13595.90549,1.037015461,Down,0.999999956
GOPC,68.79,69.48,70.44,59.1,63.34,63.2,4471.787369,4547.635786,4559.589515,3917.127081,4060.660126,4091.615283,1.125077147,Down,1.19762E-06
ROS1,4.08,3.93,4.32,4.26,4.14,4.59,373.4162411,382.2100567,420.1464669,378.7420886,398.6787302,401.9891085,1.003093344,Up,1
USP28,17.03,12.37,15.82,18.62,16.76,16.95,550.4053087,508.3488595,556.1938943,620.5144356,588.6374193,619.6637088,1.132427496,Up,1
HDAC9,9.54,9.27,10.47,9.95,10.83,10.57,589.2815201,567.1504067,603.2102846,603.9120426,608.5713558,622.1657157,1.042625497,Up,1
TSPAN17,25.47,23.76,23.95,21.6,24.1,21.38,788.7778681,828.9121329,772.2692201,751.2582798,805.5655519,718.0759802,1.050577125,Down,0.987321366
NOP16,22.31,16.43,19.6,20.48,19.89,18.83,309.986633,228.5673044,270.0941573,277.0524319,268.5218506,268.5487405,1.00677022,Up,0.991113279
CC2D2A,32.22,32.44,34.73,27.76,31.86,37.5,1259.384638,1263.284852,1205.420221,1177.732248,1259.355754,1327.731661,1.009852139,Up,0.995499422
RRM2B,88.06,94.42,90.23,104.79,98.55,103.66,5513.260611,5625.031877,5584.946964,6005.91564,5631.923356,6007.318566,1.055127863,Up,0.769864981
ZNF800,20.35,19.97,19.62,20.4,19.67,20.66,787.7548099,732.1741037,796.2775897,804.1784073,769.2154324,754.7720814,1.005163297,Up,1
TNFRSF17,0,0.13,0,0.15,0.32,0,0,0.948412051,0,1.037649558,3.517753502,0,4.686576635,Up,0.866441413
SNX29,9.89,9.58,10.15,10.29,9.84,9.94,1149.763952,1145.681758,1150.331016,1169.389546,1157.17674,1129.172394,1.002891037,Up,1
LMO3,1.41,1.49,1.17,2.33,1.89,2.11,47.06067695,49.31742667,40.01394923,63.29662302,76.21799254,55.04415179,1.426373253,Up,1
MRPS10,38.36,42.62,40.69,36,41.01,41.01,1097.741443,1229.142019,1158.383823,1045.950754,1157.340902,1174.258558,1.031891787,Down,0.994590605
RSF1,40.99,38.89,42.87,37.43,43.59,43.62,2423.624863,2355.855536,2487.867293,2410.459923,2538.645444,2455.302771,1.018859684,Up,0.998252212
VPS13D,11.23,9.35,9.73,10.29,12.18,10.26,2191.390653,2065.641448,2106.734427,2251.69954,2374.483614,2092.51177,1.055773059,Up,0.993561758
CELF2,0.67,0.72,0.72,1.04,0.66,0.55,55.24514251,58.80154719,49.01708781,74.71076816,58.62922503,47.53813109,1.10922763,Up,0.98383711
FAM120A,91.38,91.76,94.09,88.55,87.87,88.97,6315.338236,6273.669847,6295.194562,5968.228209,6082.195805,6069.785338,1.042162428,Down,1
R3HDM1,17.39,21.22,20.6,18.9,19.23,20.3,894.1528621,947.4636393,889.3100216,906.9057135,867.7125304,924.9085505,1.011631438,Down,1
COL9A2,1.28,2.28,1.81,1.49,2.16,2.34,43.99150237,47.42060257,55.01918019,44.61893098,60.97439403,38.36410579,1.017181044,Down,0.992096598
KITLG,60.76,57.08,58.57,67.3,84.64,68.85,3434.406359,3350.739778,3400.185336,3999.101396,3857.803007,4042.409147,1.168278964,Up,0
ERCC8,11.2,12.23,11.28,11.82,10.5,10.8,287.6635032,303.8807054,282.8386001,283.7037656,272.4148312,285.0036059,1.039541721,Down,1
ADAMTS6,4.5,4.61,4.86,4.15,4.42,4.1,379.5545902,406.86877,389.1356563,396.3821311,322.4607377,374.4670326,1.075227397,Down,0.986391433
H6PD,46.31,47.48,43.65,40.31,45.29,43.58,5158.259418,5114.786193,4834.685416,4753.472624,4963.550191,4668.744875,1.05018584,Down,0.972654729
VAMP3,140.01,134.57,142.19,122.5,127.58,134.5,4034.94152,3861.933873,3941.373999,3528.008496,3667.844318,3821.398538,1.074519114,Down,0.765179523
PER3,19.37,18.05,18.21,18.73,18.11,17.9,1568.348212,1447.27679,1473.51368,1573.07673,1450.487027,1451.998004,1.003033548,Down,0.99621644
UTS2,1,1.67,1.65,0.92,1.84,1.06,9.207523752,18.01982898,16.00557969,14.52709381,11.72584501,15.8460437,1.026916148,Down,1
TNFRSF9,0.55,0.95,0.93,1.04,1.2,1.37,30.69174584,45.52377847,45.01569288,43.58128143,50.42113353,40.86611269,1.112462259,Up,1
LTBP1,152.24,157.09,154.14,143.24,161.37,153.44,11002.99088,11391.37715,10973.82558,10538.36891,11411.59236,10955.45421,1.014063877,Down,0.999084042
RCN1,1080.54,1107.35,1142.54,1135.68,1176.28,1222.3,36772.69121,37051.78433,37786.48271,38933.18212,38960.32779,40706.83493,1.062622746,Up,0.251621327
ELN,35.61,38.75,36.62,28.37,34.47,29.15,1408.751134,1510.820398,1501.523445,1143.489813,1439.933767,1180.113254,1.174716744,Down,0.834584017
RFC2,5.74,8.06,6.36,8.69,6.18,7.44,127.8822743,155.5395764,134.0467299,172.2498266,134.8472176,147.6184071,1.089214364,Up,0.986356318
ARID1B,18.95,17.02,16.7,19.57,20.41,18.98,1659.400392,1556.344176,1562.544717,1764.004248,1801.089793,1627.138487,1.086629465,Up,0.932579046
CLPTM1L,158.95,147.4,149.65,145.21,143.34,148.18,2728.496205,2608.133141,2672.931809,2598.274493,2586.721408,2682.985399,1.017994364,Down,1
NEDD4L,27.13,27.67,25.79,23.93,25.83,34.55,1335.090944,1247.161848,1281.446724,1294.986648,1330.883408,1397.787855,1.041399998,Up,0.988075767
FOXP3,0.27,0.06,0.03,0.07,0.04,0.08,5.115290973,0.948412051,1.000348731,2.075299116,1.172584501,2.5020069,1.227367843,Down,1
PPP1R3F,3.31,3.55,3.22,3.46,3.28,4.12,83.89077196,83.46026052,67.02336496,85.08726374,87.94383754,92.57425528,1.133235381,Up,1
HEXB,694.09,717.47,740.65,724.74,761.07,803.23,15433.85592,15627.93378,16155.632,16241.29088,16604.96911,17371.4339,1.063541595,Up,0.948051274
PTCD2,14.42,13.97,15.64,13.88,14.63,16.9,592.3506947,608.880537,604.2106334,601.8367435,586.2922503,637.1777571,1.011002601,Up,1
KIAA2022,0,0.04,0.01,0.01,0,0.01,0,6.63888436,1.000348731,2.075299116,0,0.8340023,2.609202666,Down,0.874103721
JKAMP,55.62,54.54,57.43,57.07,57.11,56.22,1250.177114,1261.388028,1258.438703,1291.873699,1205.416867,1274.355514,1.000435602,Up,1
DKK3,763.36,797.36,787.84,798.72,874.58,918.14,18977.72951,19243.28052,19151.67645,20214.45104,21203.84552,21089.41616,1.08950293,Up,3.55349E-07
ARHGEF5,2.8,3,2.42,3.34,2.77,2.5,211.0569056,241.8166207,192.6071446,219.5873994,170.142011,199.084689,1.096233573,Down,0.981425275
NFE2L3,0.3,0.53,0.1,0.33,0.23,0.13,11.25364014,8.535708463,5.001743654,15.56474337,9.380676005,6.672018399,1.275021963,Up,0.980385026
MCUR1,20,19.33,23.04,17.88,21.15,20.28,860.3919417,792.872475,799.2786359,814.5549029,819.6365659,835.6703044,1.007061449,Up,1
LIMA1,414.3,413.54,424.85,413.64,420.35,430.25,18152.12155,18120.36065,18614.48918,18567.70119,18422.47509,19018.58845,1.020438233,Up,0.992382385
LETMD1,27,30.58,25.83,28.5,30.22,22.78,485.9526425,583.2734116,494.172273,508.4482833,520.6275183,479.5513224,1.036304606,Down,0.991277319
SLC4A8,2.98,3.22,2.58,2.7,2.56,2.96,246.5570249,257.0196659,225.0784644,306.1066195,293.1461251,251.8686946,1.168064744,Up,0.888542253
LAMC3,0.12,0.03,0.13,0.16,0.05,0.05,6.138349168,2.845236154,3.001046192,6.225897347,4.690338002,4.170011499,1.25815318,Up,1
PTGER3,0.64,0.68,0.99,0.62,0.88,0.45,32.73786223,36.03965795,58.02022638,42.54363187,53.93888703,27.52207589,1.022519135,Down,0.979107427
TNIP3,0.92,0.61,1.59,0.61,0.46,0.58,11.25364014,9.484120514,21.00732335,7.263546904,7.035507004,10.8420299,1.659645819,Down,0.894111433
MAPK9,30.63,28.56,28.89,28.73,32.14,32.55,1123.317898,1143.784934,1115.388835,1085.381437,1097.539093,1165.101213,1.010295517,Down,1
COL23A1,0,0.02,0,0,0.07,0,0,0.948412051,0,0,2.345169001,0,2.427575374,Up,0.907607902
BCAR1,47.63,47.98,45.14,50.48,50.4,41.84,1903.082623,1923.37964,1826.636782,1996.676409,1998.083989,1667.170597,1.001562312,Up,0.998460135
FAM160A2,9.74,12.07,14.56,10.05,7.48,9.21,337.6092042,375.5711724,346.1206608,327.8972603,250.9330831,283.5607819,1.228322227,Down,0.356156482
HERPUD1,162.61,161.4,164.26,145.61,160.23,173.55,3046.667304,3170.541488,3105.08246,2875.326925,3121.419941,3205.904841,1.013000509,Down,0.997787162
HOMER3,52.98,47.01,48.23,57.97,63.81,54.4,755.0169477,698.0312698,686.9694839,812.0230379,884.1287135,795.638194,1.164375889,Up,0.044115861
RAD51,4,2.18,2.78,2.1,3.09,2.92,62.40654987,39.83330616,55.01918019,36.31773452,46.90338002,36.69610119,1.311318777,Down,0.908547269
POLQ,0.14,0.46,0.13,0.08,0.09,0.34,18.4150475,22.76188923,16.00557969,10.37649558,11.72584501,17.5140483,1.443070051,Down,1
PIK3CB,21.42,19.69,22.01,20.64,19.5,19.6,980.0897505,914.2692175,971.3386175,1009.63302,977.9354735,964.1066586,1.030002003,Up,1
CYBA,22.97,20.78,23.99,23.71,22.22,22.44,207.6808135,198.2181187,212.0739309,213.7558089,196.9941961,175.140483,1.05475551,Down,1
THOC3,21.49,18.18,18.11,15.52,18.88,19.32,358.9092759,330.4741793,361.3659755,301.3126786,330.5984741,344.2427893,1.076415402,Down,1
HEBP2,31.75,33.11,34.13,31.45,30.15,38.38,997.4817398,1010.058835,1090.380116,1003.407122,972.072551,1082.534985,1.013049526,Down,0.995408151
MPHOSPH9,19.35,17.76,21.79,20.7,22.54,18.85,623.7278895,628.7971901,641.89377,622.7350056,603.0250311,592.8421948,1.041688813,Down,1
PLEKHA5,47.13,44.36,42.99,48.99,45.09,49.02,2246.635795,2206.006432,2177.759187,2481.020093,2322.889896,2436.120718,1.091944137,Up,0.003518004
SIKE1,33.9,36.47,37.06,31.52,27.36,34.13,1516.172244,1661.617914,1712.597027,1533.646046,1529.050189,1550.410275,1.060106757,Down,0.97700079
RRP12,11.23,11.48,10.94,11.19,11.73,11.21,637.3652553,637.3328985,578.2015664,643.3427258,619.1246163,595.4776421,1.002722858,Up,1
FNIP2,39.75,38.51,35.63,38.34,39.57,38.76,3074.289875,3048.196333,2930.021432,3027.86141,3164.805567,3083.306503,1.024685436,Up,0.997514974
MSMO1,123.17,110.72,125.11,102.37,105.07,115.01,3628.787416,3283.402522,3638.268334,3034.087307,2973.674294,3282.633052,1.135630358,Down,0.853443488
TTC17,39.39,39.13,38.14,37.04,41.93,40.52,1674.746265,1706.19328,1761.614115,1840.790316,1822.196314,1843.979085,1.070861668,Up,1
ALX4,0.21,0.2,0.08,0.13,0.16,0.12,17.39198931,17.07141693,7.002441115,11.41414514,12.89842951,10.0080276,1.208009311,Down,1
FSTL4,0,0.06,0,0,0.13,0,0,1.896824103,0,0,1.172584501,0,1.602235936,Down,0.949248547
FOXN3,46.6,44.05,43.82,49.46,50.92,52.34,3845.675754,4009.886153,3763.311925,4510.662628,4414.780645,4384.35009,1.145531761,Up,7.61946E-13
METTL24,0.3,0.27,0.22,0,0.17,0.06,4.092232779,3.793648206,3.001046192,0,2.345169001,0.8340023,3.401790105,Down,1
AKR7A2,31.59,30.35,30.83,30.78,30.47,28.04,549.3822505,533.0075729,533.17587,541.6530692,521.8001028,486.2150008,1.04252281,Down,1
MRTO4,20.17,16.34,18.65,15.61,16.96,16.49,592.3506947,511.1940957,537.1872684,502.222386,530.0081943,499.5673776,1.071113796,Down,0.982263791
NNAT,0.14,0.06,0.07,0.07,0,0,2.046116389,0.948412051,1.000348731,1.037649558,0,0,3.769848582,Down,1
USE1,22.82,20.24,23.68,16.99,22.04,23.54,216.8883373,209.5990634,227.0791619,172.2498266,213.4103791,230.1846348,1.061249006,Down,0.988290879
MCF2L2,0,0,0,0,0.03,0,0,0,0,0,1.172584501,0,40.08615002,Up,1
NRIP2,0.13,0.07,0.05,0.24,0.16,0.09,5.115290973,2.845236154,2.000697461,9.33884602,5.862922503,3.336009199,1.858408602,Up,1
LAMA3,4.2,3.76,4.5,4.79,5.67,6.15,396.9465795,363.2418157,388.1353075,482.5070444,560.4953913,528.7574581,1.368733248,Up,1.00727E-09
AP5M1,34.66,33.82,34.6,32.49,32.76,30.78,1382.151621,1346.745113,1429.498336,1454.78468,1394.202971,1366.929769,1.013832725,Up,1
