gene_name,Ctrl-1 TPM,Ctrl-2 TPM,Ctrl-3 TPM,SP-1 TPM,SP-2 TPM,SP-3 TPM,Ctrl-1 Normalised Read Counts,Ctrl-2 Normalised Read Counts,Ctrl-3 Normalised Read Counts,SP-1 Normalised Read Counts,SP-2 Normalised Read Counts,SP-3 Normalised Read Counts,Real Fold Change,Regulation Type,"FDR
"
AKAP17A,7.95,8.36,7.69,7.76,7.98,7.48,335.5630879,358.4997554,331.6156042,334.1231576,333.0139982,315.2528693,1.04406305,Down,1
ASMT,0,0,0.14,0.09,0,0.03,0,0,0.500174365,1.037649558,0,0.41700115,2.800306474,Up,1
ASMTL,6.57,6.91,6.27,6.1,5.76,4.88,167.7815439,172.6109934,160.5559713,152.0156602,147.1593548,128.4363542,1.171492154,Down,1
ASMTL-AS1,1.59,1.73,2.9,2.34,2.19,1.94,11.25364014,12.32935667,19.00662588,16.08356815,14.65730626,15.42904255,1.084005771,Up,1
CD99,564.13,574.48,576.34,569.13,633.67,616.37,8270.402446,8520.53387,8438.441718,8453.212122,9160.816411,9134.410189,1.060209922,Up,0.976908194
CD99P1,2.4,2.13,2.29,2.92,2.64,2.39,49.61832244,34.14283385,35.51237994,48.25070444,40.45416527,42.11711614,1.096798888,Up,1
CRLF2,0,0.04,0,0,0,0,0,0.474206026,0,0,0,0,16.80686752,Down,1
CSF2RA,0.17,0.26,0.05,0.55,0.15,0.12,2.046116389,1.422618077,1.500523096,3.631773452,2.931461251,1.25100345,1.56908062,Up,1
DHRSX,10.68,8.35,9.94,11.14,10.05,9.93,233.2572684,215.5171546,230.5803824,244.8852956,253.2782521,243.2701308,1.091375128,Up,1
DHRSX-IT1,0,0,0.15,0.31,0.18,0,0,0,1.000348731,2.075299116,1.172584501,0,3.181334162,Up,1
GTPBP6,9.51,9.11,9.14,9.77,9.71,9.01,244.5109085,237.5772189,234.081603,255.780616,246.8290374,233.1036428,1.027287871,Up,1
IL3RA,0.02,0.1,0,0,0.03,0,0.511529097,2.371030128,0,0,0.58629225,0,4.725938424,Down,1
IL9R,0,0,0,0,0,0.03,0,0,0,0,0,0.884042438,30.46808126,Up,1
LINC00106,0,2.07,1.38,1.67,0.71,2.3,0,5.216266283,3.501220558,4.150598231,1.758876751,6.255017249,1.394056653,Up,0.954495929
LINC00685,0.59,0.67,1.01,0.45,0.51,1.03,2.046116389,2.371030128,3.501220558,1.556474337,1.758876751,3.753010349,1.11974674,Down,1
OR10A6,0,0,0.04,0.14,0.29,0.27,0,0,0.500174365,1.556474337,3.517753502,3.336009199,15.91973809,Up,1
P2RY8,0,0,0,0.01,0,0,0,0,0,0.518824779,0,0,18.2941593,Up,1
PLCXD1,1.37,0.81,0.68,1.33,1.29,0.98,39.89926959,35.0912459,47.01639034,44.61893098,44.55821102,44.20212189,1.09318786,Up,1
PPP2R3B,2.74,2.5,2.44,2.99,3.79,2.69,61.38349168,59.74995924,63.02197004,72.63546904,69.76877779,56.29515524,1.078963802,Up,1
RP11-309M23.1,0,0,0,0.18,0,0,0,0,0,1.037649558,0,0,35.58831859,Up,1
RP13-297E16.4,0,0,0.27,0.33,0.21,0,0,0,1.000348731,1.037649558,0.58629225,0,1.605225259,Up,1
RP13-465B17.4,0.24,0.11,0,0.37,0.14,0.28,1.023058195,0.474206026,0,1.556474337,0.58629225,1.25100345,2.241766677,Up,1
RP13-465B17.5,0,0,0,0,0,0.08,0,0,0,0,0,0.41700115,14.90003833,Up,1
SHOX,1.3,1.07,0.99,1.04,1.3,1.15,41.94538598,40.30751218,40.01394923,34.76126019,42.79933427,42.53411729,1.018082338,Down,1
SLC25A6,72.49,68.38,70.17,63.26,70.07,62.85,2022.074522,1922.431228,1947.678979,1791.501962,1920.693412,1748.902823,1.078937267,Down,0.665244149
SPRY3,0.49,0.5,0.5,0.53,0.47,0.56,64.45266626,66.86304962,66.02301623,71.59781949,61.56068628,74.22620469,1.050899543,Up,1
VAMP7,7.07,7.77,6.9,6.75,7.23,8.07,252.6953741,264.6069623,246.5859621,243.3288213,230.4128544,263.9617279,1.035493709,Down,1
WASH6P,3.76,5.46,4.66,4.69,5.58,5.21,77.3534301,111.4858366,95.11315732,88.25209489,102.589418,106.0100323,1.045422252,Up,0.988517112
WASIR1,0,0.02,0,0,0,0,0,0.312975977,0,0,0,0,11.43253257,Down,1
ZBED1,11.31,12.53,12.36,12.42,15.42,13.29,721.7675563,772.728203,770.2685227,811.960779,902.3037732,821.7508061,1.119768527,Up,0.564323828
TSPAN6,59.83,57.12,64.97,66.7,73.84,71.47,1814.905237,1761.201179,1971.687348,2076.336765,2222.047629,2193.426049,1.170159817,Up,0.000976216
TNMD,0.12,0.11,0,0.06,0.14,0.19,2.046116389,1.896824103,0,1.037649558,2.345169001,3.336009199,1.698698425,Up,1
DPM1,65.63,64.6,70.61,61.13,60.64,60.55,863.4611163,858.3129065,925.3225759,815.5925524,790.3219534,804.8122193,1.098047999,Down,1
SCYL3,3.99,4.42,4.89,4.99,4.52,4.74,211.7730463,237.1030128,242.0843928,241.772347,221.6184706,247.6986831,1.029130719,Up,1
C1orf112,3.93,3.18,3.53,3.16,3.86,4.35,123.7900416,112.8610341,116.0404528,101.6896567,118.4310346,129.2703565,1.009445569,Down,1
FGR,0.08,0.07,0,0,0.26,0.37,1.023058195,0.948412051,0,0,4.690338002,6.672018399,5.691993885,Up,0.595909602
CFH,339.3,347.41,363.38,358.67,356,377.79,17874.7807,18125.83299,18906.2609,18908.78697,18606.52395,19915.75808,1.045972259,Up,0.997090916
FUCA2,97.87,95.31,99.14,100.96,102.43,104.9,3088.61269,2999.827319,3140.094666,3241.617219,3188.257257,3283.467054,1.052533289,Up,1
GCLC,68.64,64.66,61.32,79.73,92.45,85.1,2297.788705,2451.645153,2347.818471,2806.842054,2810.685048,2714.677486,1.174003541,Up,8.99281E-15
NFYA,12.79,14.62,12.7,12.27,13.29,13.78,678.2875831,753.9875809,683.2381831,663.0580674,690.6522709,709.7359572,1.025232687,Down,0.996889451
STPG1,5.74,7.17,5.21,5.5,5.22,5.5,173.9198931,173.5594054,181.0631203,172.2498266,164.1618301,165.9664577,1.05207779,Down,1
NIPAL3,28.69,26.22,28.5,23.75,26.57,25.94,1908.003533,1802.93131,1912.666773,1703.820574,1738.942814,1782.262915,1.076281535,Down,0.771497033
LAS1L,15.29,15.16,14.88,16.02,13.77,13.84,461.3992458,464.7219052,460.1604161,477.3187966,435.0288497,457.0332603,1.012341555,Down,1
ENPP4,8.46,8.15,8.5,7.36,7.44,8.46,563.7050653,547.2337537,563.1963354,499.1094373,488.9677367,562.1175501,1.079949976,Down,0.989236283
SEMA3F,4.01,3.5,2.91,3.05,3.05,3,118.6747506,114.7578582,119.041499,135.9320921,117.2584501,126.7683496,1.07797011,Up,1
ANKIB1,74.64,66.77,76.41,85.45,83.61,86.18,4634.453622,4659.548409,4674.629619,5134.290012,5296.564189,5442.699009,1.136371086,Up,8.10463E-14
CYP51A1,77.7,75.23,77.32,74.38,76.72,79.75,3214.397695,3012.080802,3171.085469,3086.997058,3020.495593,3255.778178,1.003662505,Down,0.997637197
KRIT1,32.98,34.34,32.32,32.63,35.36,37.84,1182.655273,1175.442928,1193.05591,1221.31353,1211.279789,1253.505457,1.037999906,Up,1
RAD52,14.12,9.36,7.3,6.76,9.62,7.29,207.0362869,175.2949995,184.2742397,188.8522195,179.7337523,165.3909961,1.061101372,Down,1
BAD,36.46,36.57,32.8,34.27,34.9,30.3,384.6698812,381.2616447,358.1248456,353.8384992,372.8818712,321.9248877,1.071910835,Down,1
LAP3,79.78,83.95,88.85,95.87,100.72,108.83,1997.009596,2087.454925,2204.768603,2386.593983,2474.153296,2648.791304,1.194029958,Up,0.000986558
HS3ST1,0.08,0.06,0.04,0.01,0.04,0.04,9.207523752,7.587296411,5.001743654,1.037649558,4.690338002,4.170011499,2.198485685,Down,1
AOC1,0.18,0,0,0,0,0,2.046116389,0,0,0,0,0,69.20387964,Down,1
WNT16,0.59,0.18,0.46,0.73,0.46,0.3,18.4150475,4.742060257,20.00697461,19.7153416,15.24359851,13.3440368,1.118972189,Up,0.961909621
HECW1,5.79,7.26,8.5,8.7,8.39,7.6,441.9611401,441.960016,454.1583238,528.1636249,484.2773987,517.0814259,1.143069736,Up,1
MAD1L1,21.99,22.43,19.52,19.56,21.27,17.15,391.8312886,442.908428,412.1436771,406.7586267,438.5466032,376.1350372,1.020829919,Down,0.993470235
LASP1,254.18,240.41,249.62,228.03,234.3,222.15,14355.55259,13942.60557,14128.92547,13138.7187,13257.24036,12476.67441,1.091438297,Down,0.000675786
SNX11,16.07,15.16,17.78,15.09,15.38,17.51,463.4453622,421.0949508,483.1684369,393.2691824,404.5416527,401.9891085,1.139943837,Down,1
TMEM176A,0.2,0.23,0.1,0.16,0.26,0.39,1.023058195,0.948412051,2.000697461,1.037649558,3.517753502,2.5020069,1.770892795,Up,1
M6PR,104.63,104.79,105.24,109.59,101.95,108.87,3068.151526,3297.628703,3175.106871,3531.121445,3318.414137,3462.777549,1.080854495,Up,0.405602542
KLHL13,1.21,0.99,1.12,0.79,1.4,1.12,47.06067695,45.52377847,50.01743654,35.28008496,59.80180953,46.72914886,1.005575598,Down,1
CYP26B1,0.02,0,0,0.02,0.02,0.06,1.023058195,0,0,1.037649558,1.172584501,3.336009199,5.295284996,Up,1
ICA1,1.31,3.33,2.62,1.3,1.41,2.69,36.83009501,47.42060257,44.01534415,33.20478585,28.14202801,42.53411729,1.234673199,Down,1
DBNDD1,0.4,0.4,0.54,0.55,0.59,0.3,11.25364014,11.38094462,15.00523096,16.60239292,16.41618301,8.340022998,1.098720505,Up,1
ALS2,19.59,18,22.19,20.73,20.03,22.59,1361.690457,1307.860219,1372.478459,1383.186861,1347.299591,1333.569677,1.005449449,Up,1
CASP10,1.6,2.09,2.04,2.19,1.59,2.41,92.07523752,111.9126221,99.03452434,117.2544,99.66968255,120.9303335,1.114937331,Up,1
CFLAR,40.09,38.32,37.16,38.17,42.17,44.45,1849.279993,1844.33898,1730.773363,1989.12232,1991.50579,1975.601328,1.098044929,Up,0.999999982
TFPI,87.89,85.93,96.19,92.62,96.04,99.96,2430.786271,2463.97451,2628.916464,2730.055987,2664.111985,2799.745721,1.089083271,Up,0.150439568
NDUFAF7,13,13.35,12.24,10.95,13.58,10.95,257.8106651,254.1744298,283.0986908,287.4289275,266.1766816,236.8566532,1.005846387,Down,0.995299854
RBM5,65.48,70.83,71.29,81.76,67.79,63.46,1976.548432,2202.212783,2033.979064,2103.315654,1908.885486,1910.699269,1.048935215,Down,0.994403305
MTMR7,0,0,0,0,0.43,0,0,0,0,0,3.517753502,0,118.2584501,Up,1
SLC7A2,0.74,0.6,0.67,0.85,0.83,0.76,81.84465557,66.3888436,73.02545734,85.08726374,90.28900655,83.40022998,1.169540967,Up,1
ARF5,93.9,101.58,91.77,83.96,82.2,86.26,987.9059151,974.4554463,912.0779587,848.7973383,876.7179794,939.0865896,1.078749118,Down,0.956896793
SARM1,5.9,5.03,4.95,4.72,5.03,5.11,287.4793527,287.9758353,267.9133971,281.7218549,298.3875779,274.6619774,1.01352009,Up,1
POLDIP2,61.76,57.33,62.36,56.81,63.62,62.24,1714.645534,1636.010789,1749.60993,1647.787498,1798.744624,1754.740839,1.019804086,Up,0.995428185
PLXND1,111.68,116.39,104.31,115,130.25,118.19,4931.140498,4720.24678,4818.679836,5247.393814,5412.650055,4862.233408,1.072716178,Up,0.988026788
AK2,87.14,79.37,78.36,72.16,76.19,76.88,1352.462472,1353.317608,1376.339805,1225.443375,1154.984007,1297.707579,1.109833281,Down,0.288541593
CD38,0,0,0,0,0.03,0.01,0,0,0,0,2.345169001,0.8340023,106.9723767,Up,1
FKBP4,16.81,16.54,16.85,17.66,18.83,15.96,725.34826,686.6503252,699.2437628,647.4933241,730.5201439,679.7118744,1.026007468,Down,1
KDM1A,35.77,37.96,38.39,35.45,35.26,36.49,1467.065451,1532.633875,1591.554831,1453.74703,1402.411063,1413.633898,1.075287018,Down,0.935108973
RBM6,55.19,65.55,62.39,78.23,63.05,69.19,2259.935552,2674.521985,2510.60522,3109.835725,2607.91001,2681.317394,1.128138145,Up,0.995370987
CAMKK1,3.21,3.73,3.42,3.9,4.46,4.49,159.5970784,185.8887621,165.0575406,195.0781169,220.4458861,221.8446118,1.248397661,Up,1
RECQL,83.43,76.85,86.85,75.86,83.3,81.62,3459.982814,3396.263556,3451.203121,3378.317171,3428.214949,3515.319694,1.001397269,Up,1
VPS50,19.19,21.96,21.19,23.52,21.33,21.68,860.3919417,870.6422632,941.3281556,941.1481489,889.991636,966.6086655,1.046919042,Up,0.988293903
HSPB6,112.91,121,111.6,116.38,128.69,117.74,2124.89187,2298.950813,2092.729545,2221.607703,2393.244966,2222.616129,1.049242927,Up,0.99315722
ARHGAP33,0.54,0.79,1.41,0.75,0.67,0.43,24.55339667,20.86506513,21.00732335,33.20478585,18.76135201,10.8420299,1.057570383,Down,0.967867474
NDUFAB1,65.86,65,60.38,53.41,57.94,61.98,510.5060391,510.2456837,467.1628573,417.1351222,444.4095257,487.8913454,1.102617322,Down,0.958695377
PDK4,21.51,24.24,25.7,5.39,5.34,6.39,1056.819115,1148.526994,1239.432077,277.0524319,266.1766816,292.7348072,4.12061392,Down,0
SLC22A16,0,0,0.12,0.17,0.29,0,0,0,1.000348731,2.075299116,1.172584501,0,3.181334162,Up,1
ZMYND10,0.3,0.05,0.14,0.14,0.05,0.6,3.069174584,1.896824103,2.000697461,2.075299116,1.172584501,7.506020699,1.541285213,Up,0.905848544
ABCB5,7.87,7.82,7.19,8.47,8.43,7.6,284.4101781,291.1624998,255.0889263,282.2406797,294.3187097,263.5447267,1.011367049,Up,1
SLC25A13,22.68,22.32,21.77,20.99,26.56,24.66,878.8069892,907.6303332,879.3065343,897.5668675,923.9965865,1029.158838,1.069390145,Up,0.969858253
ST7,21.96,23.66,22.57,27.68,26.84,27.27,685.4489904,664.836848,610.6928931,757.2766473,726.7326959,797.7231998,1.163565723,Up,0.012297963
CDC27,88.88,98.75,96.06,100.61,82.33,102.49,4516.740546,4404.425567,4565.591607,4493.022585,4432.287331,4693.681543,1.009804688,Up,0.997026549
CALCR,0.02,0.05,0.02,0,0,0.13,1.023058195,0.948412051,1.000348731,0,0,3.336009199,1.12132318,Up,0.917521406
HCCS,24.02,24.84,24.18,23.69,25.64,24.45,511.5290973,538.6980452,499.1740166,497.0341382,512.4194268,512.0774121,1.018316836,Down,1
DVL2,20.86,20.99,21.2,24.96,26.18,25.9,636.3421971,646.8170191,641.2235364,735.6935365,688.3071019,719.7439848,1.113988992,Up,1
UPF1,35.11,35.15,34.57,34.81,36.14,32.59,2459.4319,2552.17683,2547.888217,2702.039448,2638.315126,2456.136773,1.031350427,Up,0.995677803
SKAP2,44.75,53.1,45.69,45.55,41.08,45.65,2255.843319,2150.050121,2138.745586,2101.240355,2116.515024,2150.057929,1.027768541,Down,1
SLC25A5,101.7,94.4,100.28,85.26,103.22,98.19,1592.901609,1483.316448,1518.529373,1371.772715,1533.740527,1496.200126,1.043854002,Down,0.990735266
CCDC109B,15.55,15.26,17.42,15.51,15.62,16.71,472.6528859,469.4639654,475.1656471,473.1681983,443.2369412,510.4094075,1.006725439,Up,1
HOXA11,20.73,19.73,19.99,18.91,21.52,21.71,650.6650118,624.0551298,624.217608,602.8743931,666.0279963,681.379879,1.02703812,Up,0.999005035
POLR2J,31.28,34.98,30.19,33.67,37.51,34.74,341.3740584,384.5241821,329.5848963,371.9558605,405.1513966,384.758621,1.1007877,Up,0.998481492
DHX33,10.02,8.84,9.34,7.79,8.84,7.9,641.4574881,653.4559034,652.2273724,612.2132391,619.1246163,595.4776421,1.065865048,Down,1
THSD7A,2.42,2.03,3.39,3.73,3.12,3,277.2487708,303.4918564,302.1053167,346.5749523,323.6333222,335.2689245,1.138899758,Up,1
LIG3,21.26,19.26,21.18,18.17,14.76,20.21,841.9768942,884.868444,837.2918876,781.350117,795.0122914,753.1040768,1.100738826,Down,1
RPAP3,27.72,33.44,30.4,25.93,29.68,28.99,875.7378146,891.5073283,868.3026983,844.64674,897.027143,928.2445597,1.013041012,Up,1
ACSM3,0,0.5,0.4,0.39,0.58,1.45,0,7.587296411,9.003138577,7.263546904,11.72584501,7.506020699,1.595951768,Up,0.927480966
AC004381.6,2.94,2.71,4.42,3.79,3.55,1.11,69.56795724,71.13090385,77.02685227,49.80717877,59.80180953,33.36009199,1.52277702,Down,0.05035104
CIAPIN1,30.84,26.45,26.26,27.9,29.29,27.06,682.3798158,627.848778,604.2106334,673.434563,619.1246163,632.1737433,1.005376788,Up,0.996838518
SPPL2B,20.85,24.08,23.76,23.03,22.74,22.72,719.2099109,724.5868073,694.2420191,755.4088781,635.5407993,678.0438698,1.033370906,Down,0.992834914
FAM214B,25.72,24.97,26.86,25.38,27.59,23.16,1039.427126,973.0707647,1039.362331,1001.331823,1041.255037,919.9045367,1.030166474,Down,0.992282631
COPZ2,285.67,264.2,286.75,230.45,267.2,253.3,2513.653984,2469.664982,2540.885776,2093.976808,2321.717311,2280.99629,1.123570088,Down,0.004892889
PRKAR2B,3.12,2.7,2.05,2.57,2.62,2.83,165.7354275,144.1586318,108.0376629,139.0450407,137.1923866,150.120414,1.020160026,Up,0.987463561
MSL3,26.49,23.16,31.3,28.62,28.66,27.96,687.4951068,663.7461742,729.2542247,775.1242197,715.2765454,723.079994,1.063919069,Up,1
CREBBP,26.5,25.03,22.43,27.59,34.43,27.01,2148.422209,2050.466855,2085.727104,2167.649926,2308.818882,2054.981667,1.039275768,Up,0.994929292
BZRAP1,0.51,0.05,0.04,0.55,0.16,0.03,5.115290973,3.793648206,3.001046192,7.263546904,5.862922503,2.5020069,1.311431783,Up,1
MPO,0,0.06,0,0,0.03,0.06,0,2.845236154,0,0,1.172584501,2.5020069,1.288447697,Up,0.910558737
PON1,0,0,0,0,0,0.21,0,0,0,0,0,1.6680046,56.60015332,Up,1
GCFC2,14.11,14.22,14.31,11.35,16.12,15.07,451.1686638,431.5274834,391.1363537,392.2315328,381.0899627,400.3211039,1.085364438,Down,1
WDR54,3.04,3.28,3.05,2.23,3.36,2.03,41.94538598,45.52377847,37.01290304,25.94123894,45.73079552,28.35607819,1.244397522,Down,0.966940845
CROT,15.54,14.01,16.75,15.4,14.24,21.57,594.3968111,569.0472308,594.2071461,540.6154196,507.7290888,629.6717364,1.047456942,Down,0.993154807
ABCB4,0,0.02,0.08,0.02,0.07,0.05,0,0.948412051,4.001394923,1.037649558,3.517753502,2.5020069,1.423229855,Up,1
KMT2E,36.34,40.15,38.37,39.68,38.11,37.01,2421.578747,2554.073654,2433.848462,2640.818125,2563.269718,2529.528975,1.043743114,Up,0.980645651
RHBDD2,37.88,37.67,40.08,40.53,41.72,35.75,822.5387885,759.6780532,812.2831694,794.8395613,847.7785939,722.2459917,1.012531582,Down,0.994241201
SOX8,0,0,0,0.05,0.06,0.06,0,0,0,3.112948673,2.345169001,2.5020069,266.3374858,Up,1
IBTK,41.08,40.78,41.42,39.82,41.43,41.24,3321.869958,3365.91437,3354.169294,3343.306875,3266.820419,3320.163156,1.01124467,Down,1
ZNF195,13.53,11.57,13.43,14.01,13.27,11.89,383.646823,343.3251626,391.1363537,408.8339258,401.0238992,392.8150832,1.075629791,Up,1
MYCBP2,37.57,40.97,38.41,43.13,51.33,43.85,4487.133242,4283.977236,4270.488731,4826.108093,5470.106695,4739.63507,1.152914227,Up,0.867336094
FBXL3,42.66,40.27,40.93,39.22,40.54,41.64,1990.871247,1866.474917,1988.693277,1885.409246,1899.586891,1946.561368,1.019973862,Down,0.998638527
ITGAL,0.4,0,0,0,0.03,0,2.046116389,0,0,0,2.345169001,0,1.144044242,Up,0.899706821
PDK2,35.2,31.25,29.43,28.98,28.82,30.19,696.7026306,612.6741852,577.2012176,553.0672143,617.9520318,587.1376191,1.07304182,Down,0.986188948
ITGA3,67.51,63.35,72.98,67.19,75.7,66.46,3672.778919,3467.39446,3688.28577,3708.55952,3976.234042,3770.524398,1.057889776,Up,0.966560736
ZFX,17.32,16.48,18.43,17.9,20.88,19.87,1245.655197,1230.090431,1209.571668,1270.674519,1287.040474,1244.498232,1.031719108,Up,1
LAMP2,446.25,445.06,469.84,454.6,495.73,507.42,15661.9979,15818.56461,16165.63549,16326.37814,16981.36874,17322.22777,1.062623565,Up,0.599367461
ITGA2B,0.02,0,0,0.07,0,0.07,1.023058195,0,0,1.037649558,0,1.6680046,2.597818593,Up,1
ASB4,0,0.05,0,0,0,0,0,0.948412051,0,0,0,0,32.61373505,Down,1
GDE1,157.78,155.6,162.35,169.44,181.87,178.28,4086.094429,4173.961438,4126.438514,4449.441304,4525.003588,4451.904277,1.08395049,Up,0.999956108
C19orf60,17.9,16.55,13.94,15.69,12.83,16.11,184.150475,173.5594054,157.0547507,162.9109806,140.7101401,159.2944393,1.111998204,Down,1
CRLF1,60.56,61.86,65.53,52.45,51.64,49.39,900.2912113,918.0628658,884.308278,832.1949453,831.3624109,808.1482285,1.093439109,Down,1
OSBPL7,3.02,2.22,3.56,4.04,3.32,2.42,110.490285,91.04755693,123.0428939,114.1414514,105.5326051,90.90625068,1.045073935,Down,0.988661196
TMEM98,97.11,98.72,99.71,94.34,109.95,101.61,1982.686781,1997.35578,1956.672114,1921.726981,2056.689762,2050.778295,1.015577622,Up,0.999714293
MAP3K14,6.2,6.94,7.2,6.84,6.69,6.41,352.9550772,392.6425893,414.1443745,399.4950797,411.5771597,387.8110694,1.033749105,Up,1
TMEM132A,3.89,3.95,4.37,4.92,6.26,4.63,173.9198931,158.3848126,168.0585868,202.3416638,243.8975761,179.3104945,1.250176099,Up,0.82097771
AP2B1,158.84,151.9,150.57,144.06,146.13,143.41,10281.73486,9989.624137,9819.423141,9813.041491,9628.091334,9425.03497,1.042423819,Down,0.918343045
TAC1,2.63,1.39,2.48,2.25,1.79,2.86,34.78397862,21.81347718,33.01150811,32.16713629,23.45169001,30.85808509,1.036205807,Down,1
ZNF263,18.12,18.55,16.95,17.05,18.08,17.51,564.7281235,562.4083465,573.1998227,505.3353346,553.4598843,552.1095225,1.055515316,Down,1
CX3CL1,3.81,3.49,3.88,3.47,3.79,3.45,178.0121259,156.4879885,163.0568431,167.0615788,174.7150906,160.9624439,1.010414573,Up,1
SPATA20,60.51,59.9,61.19,55.15,53.84,51.35,2030.770516,2031.498614,2052.715595,1911.350485,1847.993173,1713.874726,1.11725511,Down,0.013451446
CACNA1G,0.89,0.84,0.95,1.01,0.89,0.91,81.84465557,89.15073283,91.0317345,92.35081064,91.46159105,82.56622768,1.016605183,Up,1
TNFRSF12A,163.74,146.31,166.45,135.82,157.25,142.78,1852.758391,1715.677401,1861.648988,1592.792071,1761.22192,1622.134473,1.091221872,Down,0.863663886
DLX6,4.81,3.16,3.93,3.33,3.43,3.13,94.12135391,87.25390873,101.0352218,80.93666551,84.42608404,88.40424378,1.112859852,Down,1
MAP3K9,0.01,0.02,0.03,0.04,0.02,0.04,1.023058195,2.845236154,3.001046192,4.150598231,3.517753502,4.170011499,1.72021705,Up,1
RALA,67.43,66.45,63.59,63.97,70.72,71.68,2675.297179,2617.617262,2519.878453,2560.919109,2725.086379,2781.39767,1.032588767,Up,0.992930329
BAIAP2L1,22.93,25.46,26.15,23.04,24.76,24.11,939.1674227,939.8763429,895.312114,883.0397737,881.7835444,912.398516,1.036281251,Down,1
KDM7A,3.42,4.17,4.83,4.32,4.39,4.78,464.4684204,566.2019947,506.1764577,579.0084532,587.4648348,546.2715064,1.114451538,Up,0.949277099
ETV1,38.71,36.98,33.25,47.63,43.66,47.79,1771.936793,1709.986929,1712.597027,2201.892362,2241.981565,2180.916014,1.275340306,Up,0
AGK,16.25,14.89,14.7,12.48,18.01,15.29,487.9987589,427.7338352,458.1597187,389.1185842,492.4854903,464.539281,1.020613212,Down,0.993222671
ALDH3B1,18.47,18.75,18.13,15.27,14.5,14.36,654.7572446,694.2376216,609.212377,565.519009,521.8001028,535.4294765,1.206718684,Down,0.001136509
PHTF2,29.2,35.23,31.55,32.64,34.04,37.15,1799.559364,1820.951139,1804.62911,1783.71959,1904.277229,2037.467619,1.055357684,Up,0.986303592
CCL26,0,0.57,0,0.64,0.72,0.66,0,2.845236154,0,3.112948673,3.517753502,3.336009199,3.476831411,Up,1
FARP2,27.15,24.35,28.93,26.4,24.12,30.21,1327.929537,1304.066571,1281.446724,1151.791009,1282.807444,1240.995422,1.064709819,Down,0.951135937
GGCT,43.26,44.74,46.47,39.18,40.8,44.19,602.4789708,634.4023053,644.4246523,552.4446246,543.3287542,603.775965,1.1069421,Down,1
DBF4,8.33,6.49,8.1,8.29,9.1,6.33,158.5740202,128.8891978,167.0482345,182.6263222,184.0957666,195.1481981,1.236191515,Up,1
TBXA2R,0.55,0.31,0.7,0.42,0.64,0.38,16.36893111,9.484120514,17.00592842,10.37649558,18.76135201,11.6760322,1.050071156,Down,1
IFRD1,32.71,35.37,38.66,41.47,37.8,45.15,918.7062588,1003.41995,1036.361285,1149.71571,1050.635713,1222.647372,1.15700813,Up,0.548326721
COX10,9.96,10.03,9.91,8.48,8.83,9.81,257.8106651,276.936319,227.0791619,236.5840992,234.5169001,262.7107244,1.03817502,Down,0.994083088
GTF2IRD1,10.45,11.29,7.91,6.94,8.49,12.57,226.095861,292.1109118,252.0878801,258.3747399,281.4202801,291.9008049,1.079708175,Up,0.983288908
PAF1,39.48,35.43,42.17,38.3,36.79,38.61,1060.911348,989.1937696,1049.365819,1049.063703,1014.285593,1049.174893,1.004211405,Up,1
VPS41,134.28,123,129.51,137.09,120.97,125.24,4801.212108,4618.76669,4681.63206,4749.322026,4460.51144,4497.774403,1.028743318,Down,0.993053604
ARHGAP44,0.92,0.99,0.97,0.82,2.44,1.31,54.22208432,45.52377847,41.01429796,43.58128143,52.76630253,47.53813109,1.02220009,Up,1
ELAC2,39.58,44.53,42.3,41.79,38.42,39.8,1066.026639,1098.261156,1112.387789,1042.837806,1054.153466,1012.478792,1.053772477,Down,1
SCIN,13.36,15.21,14.5,14.28,14.04,13.21,530.967203,599.3964165,557.194243,586.2720001,542.9066238,522.919442,1.021463104,Down,0.994184393
ARSD,19.76,18.97,21.09,16.47,17.12,18.45,1067.049697,1078.344502,1020.355705,961.9011401,1001.387164,993.2967391,1.070744706,Down,1
PNPLA4,7.65,6.67,8.74,2.85,6.72,5.52,112.5364014,130.8808631,133.0463812,91.31316108,114.9132811,106.7522944,1.202821525,Down,1
ADIPOR2,33.99,33.9,34.94,35.07,36.19,36.09,1896.749893,1947.089942,1928.672353,2033.793133,2033.261524,1994.933501,1.050147052,Up,1
CDKL3,3.43,4.25,3.74,3.63,4.64,4.15,37.90430611,50.54087822,40.7442038,42.83417375,51.11295838,56.32851533,1.163181854,Up,1
UPP2,0,0,0.08,0,0,0,0,0,1.000348731,0,0,0,34.34495769,Down,1
MARK4,19.97,23.83,22.85,16.97,16.9,19.06,718.1868527,723.6383952,706.2462039,694.1875542,682.4441793,669.7038468,1.049715394,Down,1
PROM1,0.28,0.11,0.02,0.02,0,0,3.069174584,0.948412051,1.000348731,1.037649558,0,0,4.728082665,Down,1
CCDC124,60.74,56.74,57.86,54.05,54.37,48.35,644.5266626,606.0353008,623.2172592,573.8202055,580.4293278,522.0854397,1.117781183,Down,1
PAFAH1B1,122.85,126.02,125.79,115.21,104.49,126.93,7316.912208,7261.991078,7271.534924,6980.268575,6796.299765,7094.857565,1.046906757,Down,0.172575946
DNAH9,0.04,0,0,0.04,0,0,1.023058195,0,0,1.037649558,0,0,1.013856179,Up,1
KIAA0100,101.9,100.95,104.59,99.86,105.91,97.68,8807.507998,8438.022021,8483.957585,8813.795344,8922.195465,8524.337507,1.020631584,Up,0.997444399
